time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
23.8999;(8.52948,-0.133214);(-1.9469,0.383306);(1.96294,-3.15337);(8.53687,-0.152675);(2.00808,-4.51214);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(9.17012,1.24671);(8.55259,-0.120208);(0.537612,2.1476);(8.5218,0.186963);(8.60192,0.538277);(1.17068,1.81638);(1.85996,4.63485);(9.0098,1.04954);(8.65921,0.522582);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(8.99144,1.05543);(2.06297,-7.05567);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.32189,-3.57522);(0.565158,-3.20497);(8.65205,-0.544203);(2.12696,-3.03818);(2.44232,2.5995);(2.24764,-2.94347);(9.72272,1.44358);(8.83452,-0.872243);(3.26814,4.15786);(3.30958,6.63735);(9.41864,-1.33555);(9.64203,1.45303);(3.32312,5.4708);(-0.202328,-4.38656);(1.74136,6.51415);(-0.174836,1.08595);(3.29338,3.51203);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.8236,5.20855);(9.13332,-1.15864);(0.849301,3.76706);(8.57584,0.225325);(3.29162,-4.9903);(3.21376,3.52203);(0.0807787,4.83433);(0.476343,-6.14974);(1.84872,-5.81694);(0.57016,-4.66479);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.591255,-4.67099);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(9.2957,-1.27907);(8.55081,-0.118343);(2.07047,-4.52242);(9.4111,-1.33834);(-1.12903,-2.48415);(1.86167,5.26929);(1.31635,3.35184);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.32484,-6.25036);(3.29142,3.49145);(8.93254,1.00581);(8.5302,0.0405219);(9.01968,-1.06581);(8.72149,-0.727672);(3.23071,-5.61921);(9.47778,-1.38277);(8.71182,0.670709);(3.31917,-3.5716);(3.27468,-6.27616)
23.9499;(8.52948,-0.133214);(-1.9469,0.383306);(1.96294,-3.15337);(8.53687,-0.152675);(2.00808,-4.51214);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(9.17012,1.24671);(8.55259,-0.120208);(0.537612,2.1476);(8.5218,0.186963);(8.60192,0.538277);(1.17068,1.81638);(1.85996,4.63485);(9.0098,1.04954);(8.65921,0.522582);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(8.99144,1.05543);(2.07315,-7.05208);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.32189,-3.57522);(0.565158,-3.20497);(8.65205,-0.544203);(2.12696,-3.03818);(2.44232,2.5995);(2.24764,-2.94347);(9.72272,1.44358);(8.83452,-0.872243);(3.26814,4.15786);(3.31594,6.64327);(9.41864,-1.33555);(9.64203,1.45303);(3.32312,5.4708);(-0.202328,-4.38656);(1.74136,6.51415);(-0.174836,1.08595);(3.29338,3.51203);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.8236,5.20855);(9.13332,-1.15864);(0.849301,3.76706);(8.57584,0.225325);(3.29162,-4.9903);(3.21376,3.52203);(0.0807787,4.83433);(0.476343,-6.14974);(1.84872,-5.81694);(0.57016,-4.66479);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.591255,-4.67099);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(9.2957,-1.27907);(8.55081,-0.118343);(2.07047,-4.52242);(9.4111,-1.33834);(-1.12903,-2.48415);(1.86167,5.26929);(1.31635,3.35184);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.32484,-6.25036);(3.29142,3.49145);(8.93254,1.00581);(8.5302,0.0405219);(9.01968,-1.06581);(8.72149,-0.727672);(3.23071,-5.61921);(9.47778,-1.38277);(8.71182,0.670709);(3.31917,-3.5716);(3.27468,-6.27616)
23.9999;(8.52948,-0.133214);(-1.9469,0.383306);(1.96294,-3.15337);(8.53687,-0.152675);(2.00808,-4.51214);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(9.17012,1.24671);(8.55259,-0.120208);(0.537612,2.1476);(8.5218,0.186963);(8.60192,0.538277);(1.17068,1.81638);(1.85996,4.63485);(9.0098,1.04954);(8.65921,0.522582);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(8.99144,1.05543);(2.08396,-7.04985);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.32189,-3.57522);(0.565158,-3.20497);(8.65205,-0.544203);(2.12696,-3.03818);(2.44232,2.5995);(2.24764,-2.94347);(9.72272,1.44358);(8.83452,-0.872243);(3.26814,4.15786);(3.312,6.64611);(9.41864,-1.33555);(9.64203,1.45303);(3.32312,5.4708);(-0.202328,-4.38656);(1.74136,6.51415);(-0.174836,1.08595);(3.29338,3.51203);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.8236,5.20855);(9.13332,-1.15864);(0.849301,3.76706);(8.57584,0.225325);(3.29162,-4.9903);(3.21376,3.52203);(0.0807787,4.83433);(0.476343,-6.14974);(1.84872,-5.81694);(0.57016,-4.66479);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.591255,-4.67099);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(9.2957,-1.27907);(8.55081,-0.118343);(2.07047,-4.52242);(9.4111,-1.33834);(-1.12903,-2.48415);(1.86167,5.26929);(1.31635,3.35184);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.32484,-6.25036);(3.29142,3.49145);(8.93254,1.00581);(8.5302,0.0405219);(9.01968,-1.06581);(8.72149,-0.727672);(3.23071,-5.61921);(9.47778,-1.38277);(8.71182,0.670709);(3.31917,-3.5716);(3.27468,-6.27616)
24.0499;(8.52948,-0.133214);(-1.9469,0.383306);(1.96294,-3.15337);(8.53687,-0.152675);(2.00808,-4.51214);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(9.17012,1.24671);(8.55259,-0.120208);(0.537612,2.1476);(8.5218,0.186963);(8.60192,0.538277);(1.17068,1.81638);(1.85996,4.63485);(9.0098,1.04954);(8.65921,0.522582);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(8.99144,1.05543);(2.09554,-7.04899);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.32189,-3.57522);(0.565158,-3.20497);(8.65205,-0.544203);(2.12696,-3.03818);(2.44232,2.5995);(2.24764,-2.94347);(9.72272,1.44358);(8.83452,-0.872243);(3.26814,4.15786);(3.31363,6.64618);(9.41864,-1.33555);(9.64203,1.45303);(3.32312,5.4708);(-0.202328,-4.38656);(1.74136,6.51415);(-0.174836,1.08595);(3.29338,3.51203);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.8236,5.20855);(9.13332,-1.15864);(0.849301,3.76706);(8.57584,0.225325);(3.29162,-4.9903);(3.21376,3.52203);(0.0807787,4.83433);(0.476343,-6.14974);(1.84872,-5.81694);(0.57016,-4.66479);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.591255,-4.67099);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(9.2957,-1.27907);(8.55081,-0.118343);(2.07047,-4.52242);(9.4111,-1.33834);(-1.12903,-2.48415);(1.86167,5.26929);(1.31635,3.35184);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.32484,-6.25036);(3.29142,3.49145);(8.93254,1.00581);(8.5302,0.0405219);(9.01968,-1.06581);(8.72149,-0.727672);(3.23071,-5.61921);(9.47778,-1.38277);(8.71182,0.670709);(3.31917,-3.5716);(3.27468,-6.27616)
24.0999;(8.52948,-0.133214);(-1.9469,0.383306);(1.96294,-3.15337);(8.53687,-0.152675);(2.00808,-4.51214);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(9.17012,1.24671);(8.55259,-0.120208);(0.537612,2.1476);(8.5218,0.186963);(8.60192,0.538277);(1.17068,1.81638);(1.85996,4.63485);(9.0098,1.04954);(8.65921,0.522582);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(8.99144,1.05543);(2.10803,-7.04974);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.32189,-3.57522);(0.565158,-3.20497);(8.65205,-0.544203);(2.12696,-3.03818);(2.44232,2.5995);(2.24764,-2.94347);(9.72272,1.44358);(8.83452,-0.872243);(3.26814,4.15786);(3.31997,6.64375);(9.41864,-1.33555);(9.64203,1.45303);(3.32312,5.4708);(-0.202328,-4.38656);(1.74136,6.51415);(-0.174836,1.08595);(3.29338,3.51203);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.8236,5.20855);(9.13332,-1.15864);(0.849301,3.76706);(8.57584,0.225325);(3.29162,-4.9903);(3.21376,3.52203);(0.0807787,4.83433);(0.476343,-6.14974);(1.84872,-5.81694);(0.57016,-4.66479);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.591255,-4.67099);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(9.2957,-1.27907);(8.55081,-0.118343);(2.07047,-4.52242);(9.4111,-1.33834);(-1.12903,-2.48415);(1.86167,5.26929);(1.31635,3.35184);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.32484,-6.25036);(3.29142,3.49145);(8.93254,1.00581);(8.5302,0.0405219);(9.01968,-1.06581);(8.72149,-0.727672);(3.23071,-5.61921);(9.47778,-1.38277);(8.71182,0.670709);(3.31917,-3.5716);(3.27468,-6.27616)
24.1499;(8.52948,-0.133214);(-1.9469,0.383306);(1.96294,-3.15337);(8.53687,-0.152675);(2.00808,-4.51214);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(9.17012,1.24671);(8.55259,-0.120208);(0.537612,2.1476);(8.5218,0.186963);(8.60192,0.538277);(1.17068,1.81638);(1.85996,4.63485);(9.0098,1.04954);(8.65921,0.522582);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(8.99144,1.05543);(2.12181,-7.05233);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.32189,-3.57522);(0.565158,-3.20497);(8.65205,-0.544203);(2.12696,-3.03818);(2.44232,2.5995);(2.24764,-2.94347);(9.72272,1.44358);(8.83452,-0.872243);(3.26814,4.15786);(3.31502,6.6391);(9.41864,-1.33555);(9.64203,1.45303);(3.32312,5.4708);(-0.202328,-4.38656);(1.74136,6.51415);(-0.174836,1.08595);(3.29338,3.51203);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.8236,5.20855);(9.13332,-1.15864);(0.849301,3.76706);(8.57584,0.225325);(3.29162,-4.9903);(3.21376,3.52203);(0.0807787,4.83433);(0.476343,-6.14974);(1.84872,-5.81694);(0.57016,-4.66479);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.591255,-4.67099);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(9.2957,-1.27907);(8.55081,-0.118343);(2.07047,-4.52242);(9.4111,-1.33834);(-1.12903,-2.48415);(1.86167,5.26929);(1.31635,3.35184);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.32484,-6.25036);(3.29142,3.49145);(8.93254,1.00581);(8.5302,0.0405219);(9.01968,-1.06581);(8.72149,-0.727672);(3.23071,-5.61921);(9.47778,-1.38277);(8.71182,0.670709);(3.31917,-3.5716);(3.27468,-6.27616)
24.1999;(8.52948,-0.133214);(-1.9469,0.383306);(1.96294,-3.15337);(8.53687,-0.152675);(2.00808,-4.51214);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(9.17012,1.24671);(8.55259,-0.120208);(0.537612,2.1476);(8.5218,0.186963);(8.60192,0.538277);(1.17068,1.81638);(1.85996,4.63485);(9.0098,1.04954);(8.65921,0.522582);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(8.99144,1.05543);(2.13807,-7.05587);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.32189,-3.57522);(0.565158,-3.20497);(8.65205,-0.544203);(2.12696,-3.03818);(2.44232,2.5995);(2.24764,-2.94347);(9.72272,1.44358);(8.83452,-0.872243);(3.26814,4.15786);(3.31413,6.64066);(9.41864,-1.33555);(9.64203,1.45303);(3.32312,5.4708);(-0.202328,-4.38656);(1.74136,6.51415);(-0.174836,1.08595);(3.29338,3.51203);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.8236,5.20855);(9.13332,-1.15864);(0.849301,3.76706);(8.57584,0.225325);(3.29162,-4.9903);(3.21376,3.52203);(0.0807787,4.83433);(0.476343,-6.14974);(1.84872,-5.81694);(0.57016,-4.66479);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.591255,-4.67099);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(9.2957,-1.27907);(8.55081,-0.118343);(2.07047,-4.52242);(9.4111,-1.33834);(-1.12903,-2.48415);(1.86167,5.26929);(1.31635,3.35184);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.32484,-6.25036);(3.29142,3.49145);(8.93254,1.00581);(8.5302,0.0405219);(9.01968,-1.06581);(8.72149,-0.727672);(3.23071,-5.61921);(9.47778,-1.38277);(8.71182,0.670709);(3.31917,-3.5716);(3.27468,-6.27616)
24.2499;(8.52948,-0.133214);(-1.9469,0.383306);(1.96294,-3.15337);(8.53687,-0.152675);(2.00808,-4.51214);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(9.17012,1.24671);(8.55259,-0.120208);(0.537612,2.1476);(8.5218,0.186963);(8.60192,0.538277);(1.17068,1.81638);(1.85996,4.63485);(9.0098,1.04954);(8.65921,0.522582);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(8.99144,1.05543);(2.15788,-7.05715);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.32189,-3.57522);(0.565158,-3.20497);(8.65205,-0.544203);(2.12696,-3.03818);(2.44232,2.5995);(2.24764,-2.94347);(9.72272,1.44358);(8.83452,-0.872243);(3.26814,4.15786);(3.3186,6.63968);(9.41864,-1.33555);(9.64203,1.45303);(3.32312,5.4708);(-0.202328,-4.38656);(1.74136,6.51415);(-0.174836,1.08595);(3.29338,3.51203);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.8236,5.20855);(9.13332,-1.15864);(0.849301,3.76706);(8.57584,0.225325);(3.29162,-4.9903);(3.21376,3.52203);(0.0807787,4.83433);(0.476343,-6.14974);(1.84872,-5.81694);(0.57016,-4.66479);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.591255,-4.67099);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(9.2957,-1.27907);(8.55081,-0.118343);(2.07047,-4.52242);(9.4111,-1.33834);(-1.12903,-2.48415);(1.86167,5.26929);(1.31635,3.35184);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.32484,-6.25036);(3.29142,3.49145);(8.93254,1.00581);(8.5302,0.0405219);(9.01968,-1.06581);(8.72149,-0.727672);(3.23071,-5.61921);(9.47778,-1.38277);(8.71182,0.670709);(3.31917,-3.5716);(3.27468,-6.27616)
24.2999;(8.52948,-0.133214);(-1.9469,0.383306);(1.96294,-3.15337);(8.53687,-0.152675);(2.00808,-4.51214);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(9.17012,1.24671);(8.55259,-0.120208);(0.537612,2.1476);(8.5218,0.186963);(8.60192,0.538277);(1.17068,1.81638);(1.85996,4.63485);(9.0098,1.04954);(8.65921,0.522582);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(8.99144,1.05543);(2.17055,-7.07154);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.32189,-3.57522);(0.565158,-3.20497);(8.65205,-0.544203);(2.12696,-3.03818);(2.44232,2.5995);(2.24764,-2.94347);(9.72272,1.44358);(8.83452,-0.872243);(3.26814,4.15786);(3.32112,6.63643);(9.41864,-1.33555);(9.64203,1.45303);(3.32312,5.4708);(-0.202328,-4.38656);(1.74136,6.51415);(-0.174836,1.08595);(3.29338,3.51203);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.8236,5.20855);(9.13332,-1.15864);(0.849301,3.76706);(8.57584,0.225325);(3.29162,-4.9903);(3.21376,3.52203);(0.0807787,4.83433);(0.476343,-6.14974);(1.84872,-5.81694);(0.57016,-4.66479);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.591255,-4.67099);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(9.2957,-1.27907);(8.55081,-0.118343);(2.07047,-4.52242);(9.4111,-1.33834);(-1.12903,-2.48415);(1.86167,5.26929);(1.31635,3.35184);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.32484,-6.25036);(3.29142,3.49145);(8.93254,1.00581);(8.5302,0.0405219);(9.01968,-1.06581);(8.72149,-0.727672);(3.23071,-5.61921);(9.47778,-1.38277);(8.71182,0.670709);(3.31917,-3.5716);(3.27468,-6.27616)
24.3499;(8.52948,-0.133214);(-1.9469,0.383306);(1.96294,-3.15337);(8.53687,-0.152675);(2.00808,-4.51214);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(9.17012,1.24671);(8.55259,-0.120208);(0.537612,2.1476);(8.5218,0.186963);(8.60192,0.538277);(1.17068,1.81638);(1.85996,4.63485);(9.0098,1.04954);(8.65921,0.522582);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(8.99144,1.05543);(2.18724,-7.0767);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.32189,-3.57522);(0.565158,-3.20497);(8.65205,-0.544203);(2.12696,-3.03818);(2.44232,2.5995);(2.24764,-2.94347);(9.72272,1.44358);(8.83452,-0.872243);(3.26814,4.15786);(3.32761,6.63508);(9.41864,-1.33555);(9.64203,1.45303);(3.32312,5.4708);(-0.202328,-4.38656);(1.74136,6.51415);(-0.174836,1.08595);(3.29338,3.51203);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.8236,5.20855);(9.13332,-1.15864);(0.849301,3.76706);(8.57584,0.225325);(3.29162,-4.9903);(3.21376,3.52203);(0.0807787,4.83433);(0.476343,-6.14974);(1.84872,-5.81694);(0.57016,-4.66479);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.591255,-4.67099);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(9.2957,-1.27907);(8.55081,-0.118343);(2.07047,-4.52242);(9.4111,-1.33834);(-1.12903,-2.48415);(1.86167,5.26929);(1.31635,3.35184);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.32484,-6.25036);(3.29142,3.49145);(8.93254,1.00581);(8.5302,0.0405219);(9.01968,-1.06581);(8.72149,-0.727672);(3.23071,-5.61921);(9.47778,-1.38277);(8.71182,0.670709);(3.31917,-3.5716);(3.27468,-6.27616)
24.3999;(8.52948,-0.133214);(-1.9469,0.383306);(1.96294,-3.15337);(8.53687,-0.152675);(2.00808,-4.51214);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(9.17012,1.24671);(8.55259,-0.120208);(0.537612,2.1476);(8.5218,0.186963);(8.60192,0.538277);(1.17068,1.81638);(1.85996,4.63485);(9.0098,1.04954);(8.65921,0.522582);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(8.99144,1.05543);(2.20742,-7.07899);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.32189,-3.57522);(0.565158,-3.20497);(8.65205,-0.544203);(2.12696,-3.03818);(2.44232,2.5995);(2.24764,-2.94347);(9.72272,1.44358);(8.83452,-0.872243);(3.26814,4.15786);(3.31942,6.63155);(9.41864,-1.33555);(9.64203,1.45303);(3.32312,5.4708);(-0.202328,-4.38656);(1.74136,6.51415);(-0.174836,1.08595);(3.29338,3.51203);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.8236,5.20855);(9.13332,-1.15864);(0.849301,3.76706);(8.57584,0.225325);(3.29162,-4.9903);(3.21376,3.52203);(0.0807787,4.83433);(0.476343,-6.14974);(1.84872,-5.81694);(0.57016,-4.66479);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.591255,-4.67099);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(9.2957,-1.27907);(8.55081,-0.118343);(2.07047,-4.52242);(9.4111,-1.33834);(-1.12903,-2.48415);(1.86167,5.26929);(1.31635,3.35184);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.32484,-6.25036);(3.29142,3.49145);(8.93254,1.00581);(8.5302,0.0405219);(9.01968,-1.06581);(8.72149,-0.727672);(3.23071,-5.61921);(9.47778,-1.38277);(8.71182,0.670709);(3.31917,-3.5716);(3.27468,-6.27616)
