time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
26.5499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5774,-1.30576);(19.8454,2.31752);(19.528,-0.0188533);(20.8199,-0.17131);(19.6158,0.245879);(-21.4347,1.46996);(20.293,0.37437);(21.8553,-1.22408);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7423,0.690535);(19.3985,-0.587184);(19.6265,0.267307);(-17.8394,-0.253283);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.061,0.280297);(-19.6722,0.317768);(-19.862,1.14771);(-19.7173,0.401774);(-18.515,1.12614);(21.0903,1.28023);(-3.31462,-2.33768);(-19.2767,-1.63113);(3.29745,-2.78255);(22.2798,0.322141);(19.5836,0.125577);(-19.9141,-0.466943);(19.094,-2.15899);(-19.6995,0.324145);(20.5035,-1.58925);(-3.31561,2.43071);(-21.8495,-0.491339);(-20.6978,0.048695);(-19.3419,-0.110593);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5715,1.63327);(18.0449,-1.27671);(-19.5597,-0.190571);(-19.836,-0.47112)
26.5999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5667,-1.2938);(19.8278,2.32546);(19.528,-0.0188533);(20.8444,-0.194966);(19.6158,0.245879);(-21.4352,1.45851);(20.293,0.37437);(21.8442,-1.22369);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7405,0.71847);(19.3879,-0.605671);(19.6265,0.267307);(-17.8418,-0.245215);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.0777,0.284421);(-19.6722,0.317768);(-19.8881,1.14827);(-19.7173,0.401774);(-18.4743,1.10462);(21.0848,1.27256);(-3.31462,-2.33768);(-19.2797,-1.63405);(3.29745,-2.78255);(22.2594,0.315011);(19.5836,0.125577);(-19.9141,-0.466943);(19.1014,-2.14659);(-19.6995,0.324145);(20.5019,-1.58456);(-3.31561,2.43071);(-21.8733,-0.501454);(-20.6589,0.0659276);(-19.3559,-0.107761);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5779,1.63252);(18.0597,-1.26455);(-19.5597,-0.190571);(-19.836,-0.47112)
26.6499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5559,-1.28018);(19.8101,2.33033);(19.528,-0.0188533);(20.8221,-0.201248);(19.6158,0.245879);(-21.441,1.44423);(20.293,0.37437);(21.866,-1.2609);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7554,0.731098);(19.4127,-0.594591);(19.6265,0.267307);(-17.8436,-0.282508);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.0997,0.287727);(-19.6722,0.317768);(-19.8966,1.19566);(-19.7173,0.401774);(-18.4474,1.12634);(21.0747,1.26209);(-3.31462,-2.33768);(-19.2848,-1.63118);(3.29745,-2.78255);(22.2534,0.332707);(19.5836,0.125577);(-19.9141,-0.466943);(19.1094,-2.14707);(-19.6995,0.324145);(20.4965,-1.57432);(-3.31561,2.43071);(-21.8886,-0.508935);(-20.6652,0.0618803);(-19.3216,-0.117537);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5755,1.63023);(18.0477,-1.25713);(-19.5597,-0.190571);(-19.836,-0.47112)
26.6999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5433,-1.26155);(19.7945,2.32859);(19.528,-0.0188533);(20.8444,-0.185081);(19.6158,0.245879);(-21.4423,1.42728);(20.293,0.37437);(21.8814,-1.29167);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7363,0.729099);(19.3884,-0.59337);(19.6265,0.267307);(-17.8506,-0.31565);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1263,0.289673);(-19.6722,0.317768);(-19.905,1.23142);(-19.7173,0.401774);(-18.4277,1.14261);(21.096,1.25602);(-3.31462,-2.33768);(-19.2919,-1.62306);(3.29745,-2.78255);(22.2418,0.347833);(19.5836,0.125577);(-19.9141,-0.466943);(19.1187,-2.14229);(-19.6995,0.324145);(20.4902,-1.57204);(-3.31561,2.43071);(-21.8962,-0.514015);(-20.6634,0.0571367);(-19.2971,-0.125256);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5773,1.6235);(18.0417,-1.24717);(-19.5597,-0.190571);(-19.836,-0.47112)
26.7499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5354,-1.26107);(19.7809,2.32086);(19.528,-0.0188533);(20.8373,-0.192151);(19.6158,0.245879);(-21.439,1.40753);(20.293,0.37437);(21.891,-1.31657);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7432,0.721413);(19.3915,-0.609269);(19.6265,0.267307);(-17.8623,-0.344943);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.128,0.30914);(-19.6722,0.317768);(-19.9132,1.25663);(-19.7173,0.401774);(-18.4146,1.15392);(21.0822,1.28434);(-3.31462,-2.33768);(-19.2839,-1.62303);(3.29745,-2.78255);(22.2749,0.344618);(19.5836,0.125577);(-19.9141,-0.466943);(19.1254,-2.13501);(-19.6995,0.324145);(20.4865,-1.56117);(-3.31561,2.43071);(-21.8967,-0.516907);(-20.6654,0.0877909);(-19.2815,-0.131077);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5775,1.61963);(18.0341,-1.23854);(-19.5597,-0.190571);(-19.836,-0.47112)
26.7999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5256,-1.25434);(19.7754,2.31217);(19.528,-0.0188533);(20.8294,-0.18871);(19.6158,0.245879);(-21.4582,1.41221);(20.293,0.37437);(21.8953,-1.33612);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7501,0.711542);(19.3884,-0.606159);(19.6265,0.267307);(-17.875,-0.368958);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1263,0.304901);(-19.6722,0.317768);(-19.9203,1.27398);(-19.7173,0.401774);(-18.4074,1.16073);(21.0654,1.30477);(-3.31462,-2.33768);(-19.2823,-1.6192);(3.29745,-2.78255);(22.2986,0.340752);(19.5836,0.125577);(-19.9141,-0.466943);(19.1315,-2.13223);(-19.6995,0.324145);(20.4909,-1.55963);(-3.31561,2.43071);(-21.8912,-0.518079);(-20.6343,0.0862816);(-19.274,-0.135148);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5855,1.62777);(18.0322,-1.22754);(-19.5597,-0.190571);(-19.836,-0.47112)
26.8499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5175,-1.24017);(19.7827,2.30664);(19.528,-0.0188533);(20.8279,-0.19348);(19.6158,0.245879);(-21.4711,1.41212);(20.293,0.37437);(21.8948,-1.35078);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7469,0.706086);(19.3905,-0.598373);(19.6265,0.267307);(-17.8893,-0.388873);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.132,0.303178);(-19.6722,0.317768);(-19.9272,1.28248);(-19.7173,0.401774);(-18.4056,1.16346);(21.0524,1.31679);(-3.31462,-2.33768);(-19.2831,-1.6136);(3.29745,-2.78255);(22.3139,0.336315);(19.5836,0.125577);(-19.9141,-0.466943);(19.1391,-2.1245);(-19.6995,0.324145);(20.4929,-1.55172);(-3.31561,2.43071);(-21.8798,-0.517407);(-20.623,0.0905416);(-19.249,-0.143532);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5783,1.62319);(18.0353,-1.21763);(-19.5597,-0.190571);(-19.836,-0.47112)
26.8999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5075,-1.22698);(19.7837,2.30003);(19.528,-0.0188533);(20.8219,-0.19035);(19.6158,0.245879);(-21.4784,1.40774);(20.293,0.37437);(21.89,-1.36099);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.749,0.706069);(19.3957,-0.597095);(19.6265,0.267307);(-17.8563,-0.425214);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1432,0.302228);(-19.6722,0.317768);(-19.9338,1.28294);(-19.7173,0.401774);(-18.4088,1.16248);(21.0426,1.31774);(-3.31462,-2.33768);(-19.2887,-1.60391);(3.29745,-2.78255);(22.3215,0.331378);(19.5836,0.125577);(-19.9141,-0.466943);(19.1479,-2.11245);(-19.6995,0.324145);(20.4915,-1.54388);(-3.31561,2.43071);(-21.8631,-0.515048);(-20.6058,0.0993576);(-19.2708,-0.134216);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5758,1.61439);(18.0426,-1.20719);(-19.5597,-0.190571);(-19.836,-0.47112)
26.9499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5156,-1.20521);(19.784,2.28918);(19.528,-0.0188533);(20.8134,-0.18599);(19.6158,0.245879);(-21.4805,1.39951);(20.293,0.37437);(21.8814,-1.36713);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7502,0.699945);(19.403,-0.589268);(19.6265,0.267307);(-17.8316,-0.457146);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1607,0.297009);(-19.6722,0.317768);(-19.9378,1.29618);(-19.7173,0.401774);(-18.4161,1.15828);(21.0325,1.31387);(-3.31462,-2.33768);(-19.2765,-1.59955);(3.29745,-2.78255);(22.3221,0.326003);(19.5836,0.125577);(-19.9141,-0.466943);(19.1555,-2.09894);(-19.6995,0.324145);(20.4919,-1.5311);(-3.31561,2.43071);(-21.8437,-0.511444);(-20.6386,0.108752);(-19.2435,-0.134077);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5769,1.60678);(18.0539,-1.19629);(-19.5597,-0.190571);(-19.836,-0.47112)
26.9999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4993,-1.18892);(19.7836,2.27437);(19.528,-0.0188533);(20.8119,-0.180904);(19.6158,0.245879);(-21.4823,1.40295);(20.293,0.37437);(21.8692,-1.36956);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7504,0.7075);(19.4084,-0.593921);(19.6265,0.267307);(-17.8144,-0.485013);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1791,0.296295);(-19.6722,0.317768);(-19.9418,1.30094);(-19.7173,0.401774);(-18.4274,1.15104);(21.0217,1.30636);(-3.31462,-2.33768);(-19.2679,-1.5901);(3.29745,-2.78255);(22.3164,0.320245);(19.5836,0.125577);(-19.9141,-0.466943);(19.164,-2.08264);(-19.6995,0.324145);(20.4923,-1.51744);(-3.31561,2.43071);(-21.8661,-0.535128);(-20.6285,0.143955);(-19.2253,-0.132774);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5819,1.59531);(18.0672,-1.18739);(-19.5597,-0.190571);(-19.836,-0.47112)
27.0499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.482,-1.16805);(19.7837,2.26328);(19.528,-0.0188533);(20.8059,-0.175019);(19.6158,0.245879);(-21.4795,1.40179);(20.293,0.37437);(21.8634,-1.37429);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7483,0.699335);(19.4163,-0.582353);(19.6265,0.267307);(-17.8041,-0.509136);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.2023,0.285884);(-19.6722,0.317768);(-19.9162,1.34599);(-19.7173,0.401774);(-18.4424,1.14121);(21.0177,1.2981);(-3.31462,-2.33768);(-19.2626,-1.57605);(3.29745,-2.78255);(22.305,0.314146);(19.5836,0.125577);(-19.9141,-0.466943);(19.1727,-2.07251);(-19.6995,0.324145);(20.4885,-1.49787);(-3.31561,2.43071);(-21.8801,-0.554809);(-20.6411,0.13457);(-19.2154,-0.130452);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5849,1.59025);(18.0792,-1.17655);(-19.5597,-0.190571);(-19.836,-0.47112)
27.0999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4715,-1.13882);(19.785,2.24757);(19.528,-0.0188533);(20.8072,-0.163087);(19.6158,0.245879);(-21.4724,1.39647);(20.293,0.37437);(21.8539,-1.37546);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7549,0.727067);(19.4236,-0.604654);(19.6265,0.267307);(-17.8,-0.529812);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.2157,0.28663);(-19.6722,0.317768);(-19.8935,1.37963);(-19.7173,0.401774);(-18.4584,1.13992);(21.011,1.28891);(-3.31462,-2.33768);(-19.2558,-1.56579);(3.29745,-2.78255);(22.2886,0.307589);(19.5836,0.125577);(-19.9141,-0.466943);(19.1826,-2.05844);(-19.6995,0.324145);(20.486,-1.48809);(-3.31561,2.43071);(-21.8866,-0.57081);(-20.6456,0.124599);(-19.2122,-0.134369);(-19.5442,-0.173557);(3.23109,-1.97009);(18.591,1.58093);(18.091,-1.17233);(-19.5597,-0.190571);(-19.836,-0.47112)
27.1499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4458,-1.15722);(19.7864,2.26487);(19.528,-0.0188533);(20.7951,-0.162578);(19.6158,0.245879);(-21.4615,1.38735);(20.293,0.37437);(21.841,-1.37334);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7201,0.726743);(19.4124,-0.580481);(19.6265,0.267307);(-17.8015,-0.547317);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.2333,0.27903);(-19.6722,0.317768);(-19.8733,1.4029);(-19.7173,0.401774);(-18.4774,1.13552);(21.0535,1.27545);(-3.31462,-2.33768);(-19.2518,-1.5567);(3.29745,-2.78255);(22.2748,0.300188);(19.5836,0.125577);(-19.9141,-0.466943);(19.1836,-2.07553);(-19.6995,0.324145);(20.5187,-1.48501);(-3.31561,2.43071);(-21.8862,-0.583428);(-20.6627,0.163002);(-19.2162,-0.131113);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5998,1.57452);(18.1054,-1.16519);(-19.5597,-0.190571);(-19.836,-0.47112)
27.1999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4691,-1.16564);(19.7884,2.27441);(19.528,-0.0188533);(20.7787,-0.16092);(19.6158,0.245879);(-21.4784,1.41978);(20.293,0.37437);(21.8777,-1.36509);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.733,0.741415);(19.4273,-0.598957);(19.6265,0.267307);(-17.8079,-0.561755);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.2015,0.278949);(-19.6722,0.317768);(-19.8557,1.41678);(-19.7173,0.401774);(-18.4984,1.132);(21.0724,1.28795);(-3.31462,-2.33768);(-19.1981,-1.55309);(3.29745,-2.78255);(22.2714,0.262889);(19.5836,0.125577);(-19.9141,-0.466943);(19.1866,-2.08579);(-19.6995,0.324145);(20.5015,-1.48523);(-3.31561,2.43071);(-21.8795,-0.592938);(-20.6499,0.161341);(-19.2272,-0.131037);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5779,1.60753);(18.1222,-1.16055);(-19.5597,-0.190571);(-19.836,-0.47112)
27.2499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4761,-1.17459);(19.7907,2.27692);(19.528,-0.0188533);(20.7579,-0.157917);(19.6158,0.245879);(-21.4893,1.4449);(20.293,0.37437);(21.911,-1.37893);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7468,0.748889);(19.4104,-0.578929);(19.6265,0.267307);(-17.8018,-0.553159);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1794,0.277823);(-19.6722,0.317768);(-19.8849,1.44841);(-19.7173,0.401774);(-18.4776,1.101);(21.0851,1.294);(-3.31462,-2.33768);(-19.1693,-1.56483);(3.29745,-2.78255);(22.2577,0.252775);(19.5836,0.125577);(-19.9141,-0.466943);(19.1913,-2.08984);(-19.6995,0.324145);(20.5232,-1.51685);(-3.31561,2.43071);(-21.8787,-0.591945);(-20.6466,0.161317);(-19.2292,-0.134806);(-19.5442,-0.173557);(3.23109,-1.97009);(18.562,1.63286);(18.1416,-1.15302);(-19.5597,-0.190571);(-19.836,-0.47112)
27.2999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4799,-1.17638);(19.7933,2.27303);(19.528,-0.0188533);(20.7333,-0.153517);(19.6158,0.245879);(-21.4978,1.46263);(20.293,0.37437);(21.9369,-1.38836);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7614,0.749792);(19.4204,-0.527996);(19.6265,0.267307);(-17.7978,-0.552558);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1662,0.275765);(-19.6722,0.317768);(-19.9088,1.4706);(-19.7173,0.401774);(-18.4672,1.07805);(21.0922,1.2942);(-3.31462,-2.33768);(-19.1459,-1.57025);(3.29745,-2.78255);(22.239,0.24288);(19.5836,0.125577);(-19.9141,-0.466943);(19.1977,-2.08827);(-19.6995,0.324145);(20.5406,-1.53907);(-3.31561,2.43071);(-21.8718,-0.589071);(-20.6366,0.159581);(-19.2376,-0.137063);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5518,1.6512);(18.1436,-1.17119);(-19.5597,-0.190571);(-19.836,-0.47112)
27.3499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4808,-1.17169);(19.7965,2.26445);(19.528,-0.0188533);(20.7544,-0.169483);(19.6158,0.245879);(-21.5034,1.47394);(20.293,0.37437);(21.9561,-1.39381);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7831,0.800179);(19.3939,-0.511147);(19.6265,0.267307);(-17.798,-0.553312);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1609,0.272862);(-19.6722,0.317768);(-19.9286,1.48391);(-19.7173,0.401774);(-18.464,1.05645);(21.0951,1.28959);(-3.31462,-2.33768);(-19.1276,-1.56987);(3.29745,-2.78255);(22.2157,0.233254);(19.5836,0.125577);(-19.9141,-0.466943);(19.2055,-2.08161);(-19.6995,0.324145);(20.5542,-1.55277);(-3.31561,2.43071);(-21.8593,-0.584487);(-20.6298,0.159224);(-19.2427,-0.140845);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5466,1.66321);(18.1504,-1.1845);(-19.5597,-0.190571);(-19.836,-0.47112)
27.3999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4775,-1.16272);(19.7925,2.30538);(19.528,-0.0188533);(20.7392,-0.198227);(19.6158,0.245879);(-21.5062,1.47965);(20.293,0.37437);(21.9694,-1.39568);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8107,0.800919);(19.3943,-0.501209);(19.6265,0.267307);(-17.8017,-0.553074);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1438,0.279182);(-19.6722,0.317768);(-19.9448,1.48894);(-19.7173,0.401774);(-18.4672,1.03557);(21.0932,1.28015);(-3.31462,-2.33768);(-19.1142,-1.56592);(3.29745,-2.78255);(22.2164,0.239564);(19.5836,0.125577);(-19.9141,-0.466943);(19.2145,-2.07038);(-19.6995,0.324145);(20.5642,-1.55875);(-3.31561,2.43071);(-21.8447,-0.577406);(-20.6187,0.159086);(-19.2506,-0.144322);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5459,1.66944);(18.1616,-1.19336);(-19.5597,-0.190571);(-19.836,-0.47112)
27.4499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4732,-1.15639);(19.7895,2.33636);(19.528,-0.0188533);(20.7126,-0.190898);(19.6158,0.245879);(-21.5064,1.48051);(20.293,0.37437);(21.9771,-1.39429);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7935,0.779606);(19.4002,-0.487631);(19.6265,0.267307);(-17.808,-0.551749);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1351,0.283894);(-19.6722,0.317768);(-19.9577,1.4862);(-19.7173,0.401774);(-18.4766,1.01524);(21.136,1.28516);(-3.31462,-2.33768);(-19.1057,-1.5588);(3.29745,-2.78255);(22.2112,0.244497);(19.5836,0.125577);(-19.9141,-0.466943);(19.2325,-2.0579);(-19.6995,0.324145);(20.5793,-1.58852);(-3.31561,2.43071);(-21.828,-0.568087);(-20.6111,0.167368);(-19.2511,-0.149148);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5493,1.67045);(18.1673,-1.1962);(-19.5597,-0.190571);(-19.836,-0.47112)
27.4999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4667,-1.14593);(19.7874,2.35831);(19.528,-0.0188533);(20.7357,-0.189469);(19.6158,0.245879);(-21.504,1.47722);(20.293,0.37437);(21.9797,-1.38996);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7725,0.808154);(19.3787,-0.515821);(19.6265,0.267307);(-17.8156,-0.549132);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1339,0.287159);(-19.6722,0.317768);(-19.9673,1.48384);(-19.7173,0.401774);(-18.4845,1.00525);(21.1702,1.28455);(-3.31462,-2.33768);(-19.1,-1.5514);(3.29745,-2.78255);(22.2001,0.248277);(19.5836,0.125577);(-19.9141,-0.466943);(19.2508,-2.0413);(-19.6995,0.324145);(20.5908,-1.60911);(-3.31561,2.43071);(-21.8087,-0.557542);(-20.5965,0.166436);(-19.2668,-0.159369);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5565,1.66669);(18.1774,-1.19589);(-19.5597,-0.190571);(-19.836,-0.47112)
27.5499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4681,-1.15029);(19.786,2.37207);(19.528,-0.0188533);(20.7352,-0.195086);(19.6158,0.245879);(-21.4992,1.4698);(20.293,0.37437);(21.9777,-1.38296);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.7903,0.80925);(19.3891,-0.505613);(19.6265,0.267307);(-17.8263,-0.54491);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1396,0.289076);(-19.6722,0.317768);(-19.9743,1.47451);(-19.7173,0.401774);(-18.4964,0.993609);(21.1876,1.31095);(-3.31462,-2.33768);(-19.0987,-1.54055);(3.29745,-2.78255);(22.2084,0.227468);(19.5836,0.125577);(-19.9141,-0.466943);(19.2873,-2.0594);(-19.6995,0.324145);(20.5988,-1.62136);(-3.31561,2.43071);(-21.7906,-0.544152);(-20.6068,0.191449);(-19.2428,-0.176797);(-19.5442,-0.173557);(3.23109,-1.97009);(18.532,1.67745);(18.1416,-1.2157);(-19.5597,-0.190571);(-19.836,-0.47112)
27.5999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4669,-1.14793);(19.7852,2.37841);(19.528,-0.0188533);(20.7365,-0.200367);(19.6158,0.245879);(-21.5046,1.47367);(20.293,0.37437);(21.9683,-1.37908);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.808,0.804237);(19.3964,-0.490021);(19.6265,0.267307);(-17.7986,-0.54377);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1516,0.289762);(-19.6722,0.317768);(-19.9602,1.47875);(-19.7173,0.401774);(-18.5128,0.980731);(21.1988,1.3298);(-3.31462,-2.33768);(-19.1089,-1.57273);(3.29745,-2.78255);(22.2128,0.213473);(19.5836,0.125577);(-19.9141,-0.466943);(19.2983,-2.08564);(-19.6995,0.324145);(20.6276,-1.61091);(-3.31561,2.43071);(-21.7678,-0.531175);(-20.616,0.17826);(-19.2497,-0.154938);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5138,1.68257);(18.1142,-1.23041);(-19.5597,-0.190571);(-19.836,-0.47112)
27.6499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.458,-1.15041);(19.7851,2.378);(19.528,-0.0188533);(20.7309,-0.20279);(19.6158,0.245879);(-21.5052,1.47284);(20.293,0.37437);(22.0079,-1.3653);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8352,0.803394);(19.4015,-0.481113);(19.6265,0.267307);(-17.7788,-0.541447);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1666,0.289327);(-19.6722,0.317768);(-19.9474,1.47809);(-19.7173,0.401774);(-18.498,1.00693);(21.2043,1.34178);(-3.31462,-2.33768);(-19.1211,-1.59669);(3.29745,-2.78255);(22.211,0.200861);(19.5836,0.125577);(-19.9141,-0.466943);(19.31,-2.10411);(-19.6995,0.324145);(20.6068,-1.60604);(-3.31561,2.43071);(-21.7885,-0.542913);(-20.5831,0.192135);(-19.2896,-0.170577);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5014,1.68258);(18.0943,-1.24051);(-19.5597,-0.190571);(-19.836,-0.47112)
