time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
1;(-2.04092,3.07603);(-3.1255,0.00811582);(2.55563,-3.96312);(2.34442,0.0348302);(-1.71005,1.7874);(2.53055,4.04138);(-1.71151,-0.523093);(2.18434,2.54251);(1.14599,-0.931197);(1.7266,-2.37076);(1.86132,0.935966);(-2.93615,1.53738);(1.37269,1.4382);(2.23197,-0.442625);(-2.6811,-4.17683);(-2.21529,4.51584);(3.18855,-0.368694);(0.499667,-2.50525);(2.15888,-1.8699);(1.71346,0.91402);(-0.480693,3.13662);(1.18654,-1.72857);(1.53382,2.37519);(-1.29145,1.08581);(2.71946,3.71398);(1.14943,3.85813);(-2.33375,3.09832);(-0.87624,0.357615);(-0.186922,1.75876);(-0.932114,0.418698);(0.678387,-0.232297);(-1.42709,-2.8431);(-1.72623,-0.889019);(1.3234,-3.24772);(2.41431,0.903105);(3.28626,1.47033);(-2.25611,-2.81418);(0.742148,2.31621);(-2.5475,0.268635);(2.80082,-1.8732);(-1.9632,3.91289);(-2.79208,-1.63902);(-1.49973,1.38865);(-0.756189,-2.68578);(-0.912564,-1.50221);(0.558285,-3.28263);(1.4933,3.18495);(2.76584,-2.19598);(-1.05494,-0.899216);(-2.52766,-2.85846)
1.05;(-2.09907,3.08393);(-3.20493,0.00398722);(2.59631,-3.96864);(2.42389,0.0461788);(-1.75621,1.79936);(2.56933,4.0379);(-1.76718,-0.525557);(2.23505,2.54163);(1.17932,-0.925873);(1.741,-2.39035);(1.92486,0.935837);(-2.97829,1.55236);(1.43118,1.42199);(2.27291,-0.425517);(-2.71579,-4.19018);(-2.26167,4.52419);(3.28636,-0.366495);(0.501778,-2.5121);(2.21636,-1.86837);(1.77788,0.913663);(-0.523487,3.14031);(1.22962,-1.73147);(1.59552,2.37075);(-1.36203,1.08333);(2.76033,3.73925);(1.19363,3.89948);(-2.38338,3.10164);(-0.933483,0.405311);(-0.209439,1.76624);(-0.980341,0.463504);(0.730991,-0.233925);(-1.46029,-2.87882);(-1.76517,-0.907573);(1.37257,-3.24961);(2.47929,0.910682);(3.3671,1.46531);(-2.30022,-2.82708);(0.75519,2.28315);(-2.64458,0.205268);(2.85846,-1.8588);(-2.00983,3.91906);(-2.85353,-1.63633);(-1.56739,1.39839);(-0.80886,-2.76327);(-0.920524,-1.54431);(0.577099,-3.31236);(1.56103,3.17253);(2.85618,-2.22253);(-1.10767,-0.91764);(-2.59357,-2.85859)
1.1;(-2.15617,3.08991);(-3.28322,0.000239631);(2.63411,-3.97221);(2.50264,0.0564657);(-1.82066,1.82994);(2.60588,4.03341);(-1.82506,-0.52775);(2.28422,2.54004);(1.21737,-0.921159);(1.76027,-2.40746);(1.99146,0.953067);(-3.02607,1.55839);(1.48992,1.40994);(2.31507,-0.448979);(-2.74685,-4.20093);(-2.3073,4.53026);(3.38263,-0.364352);(0.509901,-2.51779);(2.27218,-1.86509);(1.84238,0.931765);(-0.56705,3.14341);(1.27494,-1.73379);(1.65779,2.36603);(-1.43303,1.08108);(2.79355,3.76075);(1.24019,3.93565);(-2.43155,3.1047);(-0.955641,0.417383);(-0.236598,1.77301);(-0.992698,0.473477);(0.787134,-0.235803);(-1.49528,-2.91058);(-1.82137,-0.923801);(1.42328,-3.25027);(2.54494,0.917185);(3.44641,1.46028);(-2.34444,-2.83779);(0.772717,2.25278);(-2.74526,0.167971);(2.89255,-1.82267);(-2.05646,3.9237);(-2.89287,-1.6301);(-1.67073,1.44315);(-0.863132,-2.83271);(-0.935702,-1.58237);(0.600456,-3.33837);(1.62705,3.16059);(2.89655,-2.24728);(-1.14763,-0.934676);(-2.64463,-2.85766)
1.15;(-2.21745,3.14571);(-3.41149,-0.00524241);(2.66981,-3.97833);(2.57933,0.0655851);(-1.87092,1.81258);(2.64044,4.02801);(-1.88215,-0.525185);(2.3386,2.55616);(1.25972,-0.916983);(1.78391,-2.42232);(2.06464,0.953813);(-3.12218,1.55158);(1.54988,1.39917);(2.33786,-0.426345);(-2.77762,-4.20916);(-2.35198,4.53422);(3.47749,-0.362257);(0.52348,-2.52241);(2.33089,-1.88514);(1.91065,0.927308);(-0.611791,3.1455);(1.31996,-1.73658);(1.70441,2.37411);(-1.50235,1.0754);(2.82261,3.77884);(1.28883,3.96712);(-2.48998,3.15669);(-0.984258,0.428251);(-0.267824,1.77954);(-1.01082,0.482879);(0.84644,-0.237862);(-1.52952,-2.93889);(-1.83415,-0.915257);(1.47159,-3.24735);(2.61117,0.922769);(3.52571,1.45542);(-2.3884,-2.8465);(0.794318,2.22488);(-2.79597,0.132547);(2.95295,-1.82905);(-2.10076,3.92849);(-2.97623,-1.6476);(-1.7242,1.48429);(-0.918805,-2.89491);(-0.957413,-1.61675);(0.627925,-3.36101);(1.69095,3.15061);(2.92297,-2.26732);(-1.19093,-0.950283);(-2.68714,-2.85609)
1.2;(-2.27721,3.15154);(-3.53407,-0.0102151);(2.70343,-3.98345);(2.68263,0.0323671);(-1.92343,1.79654);(2.67172,4.0342);(-1.89517,-0.546209);(2.39114,2.55831);(1.30596,-0.913279);(1.81143,-2.43513);(2.10993,0.996059);(-3.21569,1.54488);(1.61192,1.3947);(2.37813,-0.450557);(-2.80513,-4.21527);(-2.39092,4.58784);(3.57106,-0.360206);(0.542008,-2.52607);(2.38601,-1.90269);(1.98922,0.97178);(-0.657588,3.14669);(1.36688,-1.73861);(1.75331,2.37988);(-1.57218,1.07019);(2.84904,3.79381);(1.33927,3.9943);(-2.55745,3.1595);(-1.01865,0.438226);(-0.30281,1.78559);(-1.03415,0.491753);(0.877396,-0.244878);(-1.5654,-2.96389);(-1.85216,-0.907403);(1.51662,-3.24603);(2.72726,0.932);(3.60362,1.45053);(-2.43177,-2.85336);(0.819627,2.19923);(-2.89076,0.120734);(2.96493,-1.82295);(-2.14494,3.93256);(-3.01555,-1.64141);(-1.77888,1.52012);(-0.975698,-2.95049);(-0.985026,-1.64775);(0.65911,-3.38057);(1.75348,3.14059);(2.94864,-2.28152);(-1.23723,-0.964493);(-2.72377,-2.85387)
1.25;(-2.33698,3.1593);(-3.65147,-0.0147239);(2.73509,-3.987);(2.78294,0.00221591);(-1.97815,1.78151);(2.72555,4.0274);(-1.91425,-0.565217);(2.45032,2.59981);(1.30238,-0.913916);(1.84063,-2.44617);(2.20316,1.02412);(-3.30682,1.53828);(1.62402,1.3928);(2.46496,-0.456577);(-2.83642,-4.21952);(-2.42986,4.63491);(3.66346,-0.358192);(0.565026,-2.52885);(2.39542,-1.94051);(2.06552,0.984495);(-0.704326,3.14704);(1.39758,-1.74316);(1.7903,2.42682);(-1.64249,1.06539);(2.87993,3.80204);(1.36091,4.03323);(-2.61121,3.16085);(-1.05825,0.447534);(-0.341241,1.7911);(-1.06221,0.500117);(0.913713,-0.25155);(-1.60122,-2.9851);(-1.87494,-0.900176);(1.56034,-3.24578);(2.80041,0.915627);(3.72447,1.47124);(-2.47427,-2.85857);(0.84821,2.17577);(-2.98376,0.109975);(3.02209,-1.79543);(-2.18875,3.93578);(-3.05785,-1.63526);(-1.83145,1.54785);(-1.02914,-3.00074);(-1.01796,-1.67567);(0.693647,-3.39735);(1.80983,3.13793);(2.97971,-2.34542);(-1.28606,-0.977192);(-2.75679,-2.85092)
1.3;(-2.39279,3.1651);(-3.76418,-0.0188102);(2.75675,-4.02163);(2.88952,-0.00627849);(-2.03485,1.7674);(2.78036,4.07059);(-1.93875,-0.582392);(2.49694,2.5929);(1.30696,-0.914568);(1.85078,-2.46261);(2.29168,1.04118);(-3.39579,1.53176);(1.67185,1.35592);(2.53797,-0.415534);(-2.86315,-4.22224);(-2.46847,4.67601);(3.75479,-0.356212);(0.59211,-2.53085);(2.45338,-1.99027);(2.14139,0.995846);(-0.751903,3.14664);(1.37974,-1.73574);(1.78865,2.442);(-1.7132,1.06093);(2.92251,3.85887);(1.38722,4.06711);(-2.65821,3.16219);(-1.1025,0.456258);(-0.38283,1.79607);(-1.09455,0.508031);(0.954923,-0.257887);(-1.63749,-3.00341);(-1.90205,-0.893516);(1.58686,-3.28169);(2.87277,0.906367);(3.83783,1.44251);(-2.51565,-2.86228);(0.841199,2.18744);(-3.07512,0.100176);(3.08238,-1.81781);(-2.23207,3.9379);(-3.08897,-1.58038);(-1.88325,1.57091);(-1.08397,-3.04543);(-1.05567,-1.70077);(0.730318,-3.41236);(1.90579,3.1658);(3.0042,-2.36979);(-1.33718,-0.988203);(-2.78715,-2.84745)
1.35;(-2.44596,3.17009);(-3.87261,-0.0225114);(2.7807,-4.05192);(2.99277,-0.0139845);(-2.09322,1.75482);(2.8144,4.10842);(-1.97098,-0.57003);(2.54011,2.58581);(1.31894,-0.915236);(1.91077,-2.47506);(2.37915,1.07208);(-3.4828,1.5253);(1.72201,1.32224);(2.59958,-0.423179);(-2.89162,-4.22435);(-2.50648,4.71168);(3.84514,-0.354261);(0.591163,-2.57425);(2.46918,-2.01314);(2.20912,1.02663);(-0.800139,3.14557);(1.38859,-1.68604);(1.79477,2.45492);(-1.78388,1.05824);(2.94273,3.90897);(1.41773,4.0964);(-2.69977,3.16401);(-1.15095,0.464421);(-0.427276,1.80054);(-1.13076,0.51552);(1.00054,-0.263902);(-1.67422,-3.0192);(-1.96886,-0.856481);(1.61696,-3.31286);(2.96149,0.944351);(3.94662,1.41594);(-2.55568,-2.86467);(0.840566,2.19771);(-3.16499,0.0912485);(3.0928,-1.83648);(-2.2748,3.93895);(-3.12429,-1.53255);(-1.9339,1.5886);(-1.13622,-3.08499);(-1.09712,-1.72242);(0.765584,-3.43415);(1.99311,3.19009);(3.07071,-2.42125);(-1.35031,-1.03172);(-2.81536,-2.84363)
1.4;(-2.4959,3.17387);(-3.97715,-0.025862);(2.80595,-4.07851);(3.09298,-0.0209726);(-2.15294,1.7448);(2.84215,4.14137);(-2.01298,-0.570956);(2.57959,2.60055);(1.33098,-0.874159);(1.92998,-2.51643);(2.4603,1.09142);(-3.56802,1.51891);(1.77766,1.29294);(2.6611,-0.430028);(-2.9185,-4.22547);(-2.54364,4.74241);(3.93459,-0.352335);(0.596516,-2.61306);(2.4904,-2.03317);(2.27501,1.0298);(-0.849007,3.14386);(1.40514,-1.68575);(1.80794,2.46583);(-1.85418,1.06174);(2.96222,3.95293);(1.45199,4.12155);(-2.73657,3.16599);(-1.19849,0.483254);(-0.474352,1.8051);(-1.16965,0.523084);(1.0411,-0.220174);(-1.71152,-3.03325);(-1.9916,-0.795846);(1.65,-3.33948);(3.04849,0.978519);(4.05127,1.39134);(-2.59422,-2.86579);(0.845719,2.20673);(-3.25349,0.0831158);(3.14346,-1.82546);(-2.31679,3.93888);(-3.19995,-1.51425);(-1.98461,1.60226);(-1.18675,-3.12011);(-1.14205,-1.74058);(0.803789,-3.45292);(2.07274,3.21114);(3.08725,-2.47097);(-1.36939,-1.07126);(-2.84175,-2.8391)
1.45;(-2.54256,3.17647);(-4.07817,-0.0288929);(2.8314,-4.1076);(3.19042,-0.0273071);(-2.21327,1.74096);(2.86664,4.16988);(-2.05837,-0.571708);(2.61675,2.61308);(1.34971,-0.837047);(1.97139,-2.54075);(2.54027,1.10868);(-3.65162,1.51256);(1.83458,1.26619);(2.7204,-0.427094);(-2.94372,-4.22638);(-2.57978,4.76864);(4.02006,-0.353517);(0.607581,-2.64769);(2.51604,-2.05062);(2.34139,1.03243);(-0.898545,3.14249);(1.42669,-1.68522);(1.82752,2.47493);(-1.92576,1.05898);(2.98087,3.9913);(1.48956,4.14292);(-2.76972,3.16798);(-1.22448,0.541094);(-0.521119,1.81132);(-1.18188,0.564428);(1.0859,-0.180686);(-1.74876,-3.04516);(-2.04394,-0.775507);(1.68052,-3.36265);(3.13389,1.00921);(4.15531,1.3716);(-2.63201,-2.86566);(0.856125,2.2146);(-3.34353,0.0825327);(3.15071,-1.78962);(-2.35791,3.93772);(-3.27244,-1.50394);(-2.03599,1.61238);(-1.23594,-3.15083);(-1.18809,-1.75548);(0.826755,-3.48141);(2.14554,3.22923);(3.10405,-2.50868);(-1.39381,-1.10716);(-2.8681,-2.83426)
1.5;(-2.58605,3.17794);(-4.17596,-0.0316327);(2.85601,-4.13304);(3.28474,-0.0329625);(-2.27211,1.73399);(2.89568,4.19604);(-2.10683,-0.572294);(2.65188,2.62365);(1.37451,-0.803526);(1.96286,-2.56284);(2.61915,1.12406);(-3.73361,1.5069);(1.93933,1.25399);(2.78803,-0.374857);(-2.9672,-4.22754);(-2.61473,4.79078);(4.10568,-0.354514);(0.623828,-2.67852);(2.54509,-2.06572);(2.40821,1.03458);(-0.949147,3.14322);(1.45273,-1.68445);(1.85284,2.48238);(-1.99757,1.0563);(3.00592,4.02725);(1.51625,4.15651);(-2.80053,3.16873);(-1.27726,0.556715);(-0.545711,1.86235);(-1.21382,0.559823);(1.08324,-0.156921);(-1.78596,-3.05401);(-2.0976,-0.757173);(1.71194,-3.38351);(3.21785,1.03672);(4.25565,1.35319);(-2.66855,-2.86468);(0.871296,2.22142);(-3.4323,0.0813377);(3.15364,-1.8036);(-2.39826,3.93562);(-3.34485,-1.49404);(-2.088,1.62041);(-1.28405,-3.17722);(-1.23523,-1.76795);(0.853857,-3.50622);(2.21231,3.2446);(3.17083,-2.54804);(-1.42303,-1.13975);(-2.89362,-2.82934)
1.55;(-2.62678,3.17843);(-4.27084,-0.0341071);(2.87936,-4.15462);(3.37661,-0.0386013);(-2.32952,1.72132);(2.91837,4.21836);(-2.15805,-0.572724);(2.68507,2.63239);(1.40481,-0.773256);(1.99642,-2.57324);(2.69655,1.16669);(-3.81427,1.50121);(1.99892,1.26324);(2.87041,-0.370392);(-2.98896,-4.22932);(-2.6484,4.80919);(4.1913,-0.355106);(0.60969,-2.71479);(2.55103,-2.11665);(2.5202,1.01529);(-1.03428,3.18012);(1.48284,-1.68341);(1.88323,2.48832);(-2.06958,1.05368);(3.02221,4.05833);(1.54706,4.16737);(-2.82991,3.16822);(-1.33191,0.569813);(-0.537911,1.87529);(-1.2496,0.555902);(1.08902,-0.135486);(-1.78055,-3.08903);(-2.15256,-0.740716);(1.74674,-3.4013);(3.30049,1.06133);(4.35261,1.33599);(-2.70374,-2.86314);(0.890789,2.2273);(-3.51976,0.0802229);(3.18781,-1.77854);(-2.43807,3.93287);(-3.41719,-1.48451);(-2.14197,1.62738);(-1.33131,-3.19929);(-1.29401,-1.82905);(0.884691,-3.52769);(2.27367,3.25759);(3.18761,-2.58678);(-1.44501,-1.12287);(-2.9613,-2.79754)
1.6;(-2.66486,3.17761);(-4.36307,-0.0363396);(2.90126,-4.17604);(3.483,-0.0693926);(-2.38879,1.70973);(2.9386,4.2372);(-2.21178,-0.573004);(2.71647,2.63945);(1.44016,-0.745984);(1.98061,-2.5916);(2.75908,1.19308);(-3.89371,1.49549);(2.05872,1.26907);(2.94656,-0.394937);(-3.00933,-4.23191);(-2.67962,4.82999);(4.27747,-0.356469);(0.603243,-2.74702);(2.60141,-2.14468);(2.61728,1.04373);(-1.07597,3.19226);(1.51657,-1.68205);(1.91805,2.49286);(-2.14173,1.05115);(3.03805,4.08496);(1.58153,4.17576);(-2.85652,3.16652);(-1.38876,0.581127);(-0.537651,1.88694);(-1.28978,0.555719);(1.10248,-0.116151);(-1.7662,-3.17325);(-2.2087,-0.726148);(1.76206,-3.45065);(3.38191,1.0833);(4.44698,1.32014);(-2.76082,-2.85924);(0.914196,2.23232);(-3.60604,0.079181);(3.22571,-1.75512);(-2.51893,3.94475);(-3.49795,-1.46263);(-2.19665,1.63297);(-1.37436,-3.27119);(-1.35638,-1.84028);(0.917151,-3.54705);(2.33035,3.26832);(3.19101,-2.61625);(-1.47115,-1.11068);(-2.97962,-2.77375)
1.65;(-2.70057,3.17558);(-4.45288,-0.0383517);(2.92233,-4.19409);(3.58599,-0.0973086);(-2.44974,1.69904);(2.96562,4.2562);(-2.26776,-0.573141);(2.74625,2.645);(1.48013,-0.721367);(1.98261,-2.56325);(2.81455,1.20616);(-3.9721,1.48989);(2.11972,1.27409);(3.02258,-0.369483);(-3.02502,-4.23286);(-2.70993,4.84718);(4.36221,-0.35836);(0.60359,-2.77563);(2.64537,-2.16932);(2.71191,1.06925);(-1.11893,3.20252);(1.55355,-1.68032);(1.95668,2.49613);(-2.21402,1.04863);(3.06187,4.1122);(1.60238,4.17392);(-2.88121,3.16375);(-1.44727,0.590301);(-0.544233,1.8974);(-1.33316,0.555937);(1.12291,-0.0987039);(-1.75824,-3.24873);(-2.26593,-0.713199);(1.78254,-3.49422);(3.46222,1.10286);(4.53942,1.30609);(-2.79891,-2.85442);(0.941144,2.23656);(-3.69304,0.0853342);(3.26441,-1.7817);(-2.57918,3.9543);(-3.57601,-1.44949);(-2.25197,1.6374);(-1.41975,-3.33526);(-1.40769,-1.84565);(0.940791,-3.61144);(2.3829,3.27699);(3.20009,-2.64186);(-1.50191,-1.09954);(-3.00869,-2.75596)
1.7;(-2.73414,3.17245);(-4.54049,-0.040163);(2.94244,-4.20892);(3.6859,-0.122605);(-2.51221,1.68908);(2.98396,4.272);(-2.32577,-0.573141);(2.77452,2.64918);(1.52431,-0.699152);(1.99063,-2.53678);(2.87116,1.21768);(-4.04941,1.48888);(2.18181,1.27836);(3.09709,-0.346292);(-3.03973,-4.23233);(-2.73916,4.86107);(4.44656,-0.359912);(0.610099,-2.80094);(2.68443,-2.19119);(2.80428,1.09209);(-1.16301,3.21106);(1.59342,-1.6781);(1.99851,2.49823);(-2.28643,1.04612);(3.07294,4.13533);(1.62794,4.1708);(-2.90442,3.16);(-1.50731,0.597438);(-0.557024,1.9068);(-1.37928,0.556353);(1.14959,-0.0830257);(-1.75606,-3.3163);(-2.32415,-0.701661);(1.80758,-3.53255);(3.54152,1.12022);(4.62922,1.29285);(-2.83081,-2.84984);(0.971344,2.24012);(-3.77896,0.0862908);(3.25349,-1.80218);(-2.62723,3.96174);(-3.65345,-1.43707);(-2.30741,1.64042);(-1.46718,-3.39231);(-1.45679,-1.84832);(0.968519,-3.66867);(2.43179,3.28379);(3.20752,-2.66421);(-1.53696,-1.08941);(-3.02698,-2.73971)
1.75;(-2.76577,3.16833);(-4.62612,-0.0417911);(2.98151,-4.22146);(3.783,-0.145516);(-2.57605,1.67971);(3.00077,4.28489);(-2.3856,-0.573011);(2.80137,2.6521);(1.57231,-0.679079);(1.96146,-2.51528);(2.92878,1.22777);(-4.12581,1.48743);(2.24486,1.28194);(3.17022,-0.32516);(-3.07443,-4.22613);(-2.76724,4.87195);(4.53017,-0.361666);(0.622197,-2.82324);(2.72008,-2.21022);(2.88976,1.12042);(-1.20628,3.21943);(1.61701,-1.66515);(2.04298,2.49926);(-2.35892,1.04359);(3.08633,4.15473);(1.6577,4.16653);(-2.92819,3.15396);(-1.56855,0.602317);(-0.575452,1.91522);(-1.42788,0.556907);(1.182,-0.0689678);(-1.75912,-3.37668);(-2.38332,-0.691386);(1.81677,-3.56551);(3.62474,1.12766);(4.71696,1.28086);(-2.85953,-2.84602);(1.00443,2.24304);(-3.8638,0.0871249);(3.29248,-1.82572);(-2.66753,3.96726);(-3.73033,-1.42526);(-2.36276,1.64201);(-1.49571,-3.44726);(-1.50188,-1.84595);(0.999952,-3.71939);(2.47743,3.28888);(3.21563,-2.6836);(-1.5759,-1.0802);(-3.04826,-2.7268)
1.8;(-2.7956,3.16332);(-4.70993,-0.0432524);(2.99407,-4.23131);(3.87753,-0.166252);(-2.64111,1.67081);(3.01669,4.29514);(-2.44708,-0.572756);(2.82699,2.65385);(1.62379,-0.660932);(1.94122,-2.49506);(2.98732,1.23656);(-4.20139,1.48555);(2.30879,1.28489);(3.24209,-0.3059);(-3.06949,-4.21912);(-2.79411,4.88012);(4.61325,-0.363492);(0.639367,-2.84282);(2.75302,-2.22667);(2.9777,1.09881);(-1.25057,3.22624);(1.64497,-1.65312);(2.08952,2.49931);(-2.43149,1.04105);(3.09939,4.17072);(1.69116,4.16126);(-2.94941,3.14726);(-1.63082,0.604949);(-0.598991,1.92276);(-1.47868,0.557566);(1.21958,-0.0563149);(-1.76694,-3.43056);(-2.44342,-0.682292);(1.83168,-3.59419);(3.70666,1.13399);(4.80273,1.2699);(-2.88514,-2.84247);(1.04006,2.24536);(-3.94966,0.0895396);(3.28172,-1.84413);(-2.70267,3.97104);(-3.80471,-1.41571);(-2.41766,1.64186);(-1.52812,-3.49592);(-1.54716,-1.84026);(1.03466,-3.76421);(2.52019,3.29241);(3.22274,-2.70029);(-1.61837,-1.0718);(-3.06481,-2.71587)
1.85;(-2.8238,3.15748);(-4.7921,-0.0445615);(3.00943,-4.23912);(3.96974,-0.185006);(-2.70734,1.66235);(3.0462,4.31362);(-2.50996,-0.572413);(2.85696,2.66228);(1.6784,-0.644514);(1.92909,-2.476);(3.04669,1.24416);(-4.27621,1.48329);(2.37349,1.28724);(3.31812,-0.336466);(-3.0969,-4.20899);(-2.81979,4.8858);(4.69591,-0.365325);(0.661125,-2.85992);(2.78374,-2.24075);(3.05936,1.1268);(-1.29264,3.2334);(1.6769,-1.64194);(2.13224,2.49067);(-2.5041,1.03847);(3.11187,4.18362);(1.71351,4.14457);(-2.97193,3.13786);(-1.69377,0.605022);(-0.627165,1.92948);(-1.53147,0.558299);(1.26187,-0.0449195);(-1.77906,-3.47853);(-2.50446,-0.674335);(1.85171,-3.61899);(3.7874,1.13933);(4.88661,1.25982);(-2.9084,-2.83817);(1.07778,2.24704);(-4.03445,0.0916947);(3.27886,-1.86013);(-2.73462,3.97352);(-3.87881,-1.4065);(-2.47207,1.63975);(-1.5378,-3.5412);(-1.59288,-1.83087);(1.0723,-3.80368);(2.56036,3.29453);(3.23012,-2.71409);(-1.66404,-1.06414);(-3.08156,-2.70786)
1.9;(-2.85046,3.1509);(-4.87277,-0.045732);(3.03559,-4.24509);(4.05982,-0.201954);(-2.7632,1.60497);(3.05441,4.32893);(-2.57415,-0.571964);(2.88198,2.66903);(1.73593,-0.629709);(1.92432,-2.45803);(3.10681,1.25066);(-4.35034,1.48068);(2.4389,1.28905);(3.3926,-0.36411);(-3.09754,-4.19884);(-2.84429,4.88923);(4.77826,-0.367126);(0.687007,-2.87477);(2.79888,-2.30234);(3.13993,1.15183);(-1.33506,3.23869);(1.71244,-1.63153);(2.17704,2.48203);(-2.57829,1.03195);(3.12383,4.19371);(1.74028,4.12889);(-2.99096,3.12811);(-1.75719,0.602504);(-0.659534,1.93546);(-1.58604,0.559079);(1.30828,-0.0346485);(-1.79509,-3.52114);(-2.56652,-0.66753);(1.866,-3.63981);(3.86706,1.14375);(4.96872,1.25051);(-2.9298,-2.83277);(1.11773,2.24728);(-4.11825,0.0936129);(3.29267,-1.829);(-2.76446,3.97496);(-3.95265,-1.3976);(-2.52587,1.63467);(-1.55325,-3.58106);(-1.64087,-1.8183);(1.11255,-3.83832);(2.59821,3.29536);(3.23689,-2.72568);(-1.71261,-1.05713);(-3.09578,-2.70314)
1.95;(-2.87883,3.14083);(-4.95208,-0.046776);(3.05195,-4.25652);(4.14798,-0.217257);(-2.83586,1.59468);(3.06635,4.34135);(-2.63944,-0.576512);(2.90449,2.67427);(1.79296,-0.611763);(1.92624,-2.44103);(3.16759,1.25618);(-4.42385,1.47774);(2.50493,1.29035);(3.46567,-0.389093);(-3.1038,-4.18824);(-2.86765,4.8906);(4.86036,-0.368864);(0.716546,-2.88761);(2.76576,-2.35083);(3.21948,1.17417);(-1.3702,3.24933);(1.74498,-1.62511);(2.22337,2.47334);(-2.63795,0.977578);(3.13528,4.20124);(1.77101,4.11391);(-3.01281,3.11341);(-1.77549,0.578443);(-0.695695,1.94076);(-1.64193,0.559724);(1.3581,-0.02488);(-1.81458,-3.55889);(-2.62945,-0.666777);(1.87341,-3.66124);(3.94574,1.14734);(5.04919,1.24185);(-2.95024,-2.8268);(1.15967,2.24653);(-4.20116,0.0953152);(3.32171,-1.80187);(-2.79291,3.9758);(-4.02625,-1.38899);(-2.58405,1.63426);(-1.57393,-3.616);(-1.69219,-1.80661);(1.15403,-3.86939);(2.63394,3.29502);(3.2925,-2.74796);(-1.76393,-1.05051);(-3.10838,-2.69783)
2;(-2.90359,3.13041);(-5.03015,-0.0477048);(3.06831,-4.26448);(4.23437,-0.23106);(-2.90881,1.58479);(3.0793,4.35115);(-2.70835,-0.620043);(2.92743,2.67811);(1.85158,-0.593835);(1.93423,-2.42494);(3.22897,1.26078);(-4.49679,1.47451);(2.57152,1.29117);(3.53745,-0.411652);(-3.11417,-4.17726);(-2.89,4.89025);(4.94227,-0.37051);(0.740443,-2.89801);(2.76098,-2.3694);(3.29812,1.19406);(-1.40634,3.25798);(1.78107,-1.61901);(2.27065,2.46476);(-2.6961,0.973187);(3.14625,4.20645);(1.80403,4.10032);(-3.02946,3.09885);(-1.79993,0.556674);(-0.735279,1.94544);(-1.69933,0.560549);(1.41112,-0.0159125);(-1.83719,-3.59222);(-2.69378,-0.696695);(1.87765,-3.70451);(4.02352,1.15016);(5.12812,1.23376);(-2.96971,-2.82032);(1.20251,2.24406);(-4.28325,0.0968204);(3.35615,-1.77855);(-2.81959,3.97539);(-4.09963,-1.38063);(-2.63725,1.62569);(-1.59928,-3.64646);(-1.7466,-1.79572);(1.19558,-3.89721);(2.66774,3.29361);(3.29812,-2.7701);(-1.81761,-1.04438);(-3.1207,-2.69202)
2.05;(-2.92657,3.11967);(-5.1071,-0.0485285);(3.08458,-4.27294);(4.31917,-0.243495);(-2.98202,1.57526);(3.09189,4.35855);(-2.78097,-0.64809);(2.94963,2.68071);(1.91219,-0.576419);(1.94773,-2.40968);(3.2909,1.26455);(-4.5692,1.47101);(2.6386,1.29156);(3.60804,-0.432004);(-3.12525,-4.16617);(-2.91135,4.88837);(5.02404,-0.372039);(0.766867,-2.90708);(2.76524,-2.38502);(3.3759,1.21169);(-1.44275,3.26443);(1.82039,-1.61319);(2.31828,2.45629);(-2.75561,0.968926);(3.17801,4.22265);(1.79934,4.08452);(-3.04576,3.08445);(-1.82998,0.537116);(-0.77737,1.94952);(-1.75612,0.559794);(1.46709,-0.00772648);(-1.86257,-3.62156);(-2.75845,-0.723671);(1.93114,-3.73916);(4.10049,1.15229);(5.20562,1.22615);(-2.98831,-2.8134);(1.24607,2.2401);(-4.36459,0.0981457);(3.39492,-1.75812);(-2.8454,3.97418);(-4.17282,-1.37251);(-2.69472,1.61907);(-1.6288,-3.67287);(-1.80387,-1.78556);(1.18723,-3.92792);(2.71837,3.28149);(3.30034,-2.78548);(-1.87336,-1.03866);(-3.13244,-2.68556)
