time;0;1
0;(-10,0.0001);(10,0)
0.005;(-9.99991,9.99995e-05);(9.99991,0)
0.01;(-9.99972,9.99986e-05);(9.99972,0)
0.015;(-9.99945,9.99972e-05);(9.99945,0)
0.02;(-9.99908,9.99954e-05);(9.99908,0)
0.025;(-9.99863,9.99931e-05);(9.99863,0)
0.03;(-9.99809,9.99904e-05);(9.99809,0)
0.035;(-9.99745,9.99873e-05);(9.99745,0)
0.04;(-9.99674,9.99837e-05);(9.99674,0)
0.045;(-9.99593,9.99797e-05);(9.99593,0)
0.05;(-9.99505,9.99752e-05);(9.99505,0)
0.055;(-9.99407,9.99704e-05);(9.99407,0)
0.06;(-9.99302,9.99651e-05);(9.99302,0)
0.065;(-9.99188,9.99594e-05);(9.99188,0)
0.07;(-9.99066,9.99533e-05);(9.99066,0)
0.075;(-9.98936,9.99468e-05);(9.98936,0)
0.08;(-9.98797,9.99399e-05);(9.98797,0)
0.085;(-9.98651,9.99325e-05);(9.98651,0)
0.09;(-9.98497,9.99248e-05);(9.98497,0)
0.095;(-9.98335,9.99167e-05);(9.98335,0)
0.1;(-9.98165,9.99083e-05);(9.98165,0)
0.105;(-9.97987,9.98994e-05);(9.97987,0)
0.11;(-9.97802,9.98901e-05);(9.97802,0)
0.115;(-9.9761,9.98805e-05);(9.9761,0)
0.12;(-9.9741,9.98705e-05);(9.9741,0)
0.125;(-9.97202,9.98601e-05);(9.97202,0)
0.13;(-9.96987,9.98494e-05);(9.96987,0)
0.135;(-9.96765,9.98383e-05);(9.96765,0)
0.14;(-9.96536,9.98268e-05);(9.96536,0)
0.145;(-9.96299,9.9815e-05);(9.96299,0)
0.15;(-9.96056,9.98028e-05);(9.96056,0)
0.155;(-9.95805,9.97903e-05);(9.95805,0)
0.16;(-9.95548,9.97774e-05);(9.95548,0)
0.165;(-9.95284,9.97642e-05);(9.95284,0)
0.17;(-9.95012,9.97506e-05);(9.95012,0)
0.175;(-9.94735,9.97367e-05);(9.94735,0)
0.18;(-9.9445,9.97225e-05);(9.9445,0)
0.185;(-9.94159,9.9708e-05);(9.94159,0)
0.19;(-9.93861,9.96931e-05);(9.93861,0)
0.195;(-9.93557,9.96779e-05);(9.93557,0)
0.2;(-9.93246,9.96623e-05);(9.93246,0)
0.205;(-9.92929,9.96465e-05);(9.92929,0)
0.21;(-9.92606,9.96303e-05);(9.92606,0)
0.215;(-9.92276,9.96138e-05);(9.92276,0)
0.22;(-9.9194,9.9597e-05);(9.9194,0)
0.225;(-9.91598,9.95799e-05);(9.91598,0)
0.23;(-9.9125,9.95625e-05);(9.9125,0)
0.235;(-9.90896,9.95448e-05);(9.90896,0)
0.24;(-9.90536,9.95268e-05);(9.90536,0)
0.245;(-9.90169,9.95085e-05);(9.90169,0)
0.25;(-9.89797,9.94899e-05);(9.89797,0)
0.255;(-9.8942,9.9471e-05);(9.8942,0)
0.26;(-9.89036,9.94518e-05);(9.89036,0)
0.265;(-9.88647,9.94324e-05);(9.88647,0)
0.27;(-9.88252,9.94126e-05);(9.88252,0)
0.275;(-9.87852,9.93926e-05);(9.87852,0)
0.28;(-9.87446,9.93723e-05);(9.87446,0)
0.285;(-9.87034,9.93517e-05);(9.87034,0)
0.29;(-9.86617,9.93309e-05);(9.86617,0)
0.295;(-9.86195,9.93097e-05);(9.86195,0)
0.3;(-9.85767,9.92884e-05);(9.85767,0)
0.305;(-9.85334,9.92667e-05);(9.85334,0)
0.31;(-9.84896,9.92448e-05);(9.84896,0)
0.315;(-9.84452,9.92226e-05);(9.84452,0)
0.32;(-9.84004,9.92002e-05);(9.84004,0)
0.325;(-9.8355,9.91775e-05);(9.8355,0)
0.33;(-9.83091,9.91546e-05);(9.83091,0)
0.335;(-9.82627,9.91314e-05);(9.82627,0)
0.34;(-9.82159,9.91079e-05);(9.82159,0)
0.345;(-9.81685,9.90842e-05);(9.81685,0)
0.35;(-9.81206,9.90603e-05);(9.81206,0)
0.355;(-9.80723,9.90361e-05);(9.80723,0)
0.36;(-9.80235,9.90117e-05);(9.80235,0)
0.365;(-9.79742,9.89871e-05);(9.79742,0)
0.37;(-9.79244,9.89622e-05);(9.79244,0)
0.375;(-9.78742,9.89371e-05);(9.78742,0)
0.38;(-9.78235,9.89117e-05);(9.78235,0)
0.385;(-9.77724,9.88862e-05);(9.77724,0)
0.39;(-9.77208,9.88604e-05);(9.77208,0)
0.395;(-9.76687,9.88344e-05);(9.76687,0)
0.4;(-9.76162,9.88081e-05);(9.76162,0)
0.405;(-9.75633,9.87816e-05);(9.75633,0)
0.41;(-9.75099,9.8755e-05);(9.75099,0)
0.415;(-9.74561,9.87281e-05);(9.74561,0)
0.42;(-9.74019,9.8701e-05);(9.74019,0)
0.425;(-9.73473,9.86736e-05);(9.73473,0)
0.43;(-9.72922,9.86461e-05);(9.72922,0)
0.435;(-9.72367,9.86184e-05);(9.72367,0)
0.44;(-9.71808,9.85904e-05);(9.71808,0)
0.445;(-9.71245,9.85623e-05);(9.71245,0)
0.45;(-9.70678,9.85339e-05);(9.70678,0)
0.455;(-9.70107,9.85053e-05);(9.70107,0)
0.46;(-9.69532,9.84766e-05);(9.69532,0)
0.465;(-9.68953,9.84476e-05);(9.68953,0)
0.47;(-9.6837,9.84185e-05);(9.6837,0)
0.475;(-9.67783,9.83892e-05);(9.67783,0)
0.48;(-9.67193,9.83596e-05);(9.67193,0)
0.485;(-9.66598,9.83299e-05);(9.66598,0)
0.49;(-9.66,9.83e-05);(9.66,0)
0.495;(-9.65398,9.82699e-05);(9.65398,0)
0.5;(-9.64793,9.82396e-05);(9.64793,0)
0.505;(-9.64184,9.82092e-05);(9.64184,0)
0.51;(-9.63571,9.81785e-05);(9.63571,0)
0.515;(-9.62954,9.81477e-05);(9.62954,0)
0.52;(-9.62334,9.81167e-05);(9.62334,0)
0.525;(-9.61711,9.80856e-05);(9.61711,0)
0.53;(-9.61084,9.80542e-05);(9.61084,0)
0.535;(-9.60454,9.80227e-05);(9.60454,0)
0.54;(-9.5982,9.7991e-05);(9.5982,0)
0.545;(-9.59182,9.79591e-05);(9.59182,0)
0.55;(-9.58542,9.79271e-05);(9.58542,0)
0.555;(-9.57898,9.78949e-05);(9.57898,0)
0.56;(-9.57251,9.78625e-05);(9.57251,0)
0.565;(-9.566,9.783e-05);(9.566,0)
0.57;(-9.55947,9.77973e-05);(9.55947,0)
0.575;(-9.5529,9.77645e-05);(9.5529,0)
0.58;(-9.5463,9.77315e-05);(9.5463,0)
0.585;(-9.53966,9.76983e-05);(9.53966,0)
0.59;(-9.533,9.7665e-05);(9.533,0)
0.595;(-9.5263,9.76315e-05);(9.5263,0)
0.6;(-9.51958,9.75979e-05);(9.51958,0)
0.605;(-9.51282,9.75641e-05);(9.51282,0)
0.61;(-9.50604,9.75302e-05);(9.50604,0)
0.615;(-9.49922,9.74961e-05);(9.49922,0)
0.62;(-9.49238,9.74619e-05);(9.49238,0)
0.625;(-9.4855,9.74275e-05);(9.4855,0)
0.63;(-9.4786,9.7393e-05);(9.4786,0)
0.635;(-9.47167,9.73584e-05);(9.47167,0)
0.64;(-9.46471,9.73236e-05);(9.46471,0)
0.645;(-9.45772,9.72886e-05);(9.45772,0)
0.65;(-9.45071,9.72536e-05);(9.45071,0)
0.655;(-9.44366,9.72183e-05);(9.44366,0)
0.66;(-9.43659,9.7183e-05);(9.43659,0)
0.665;(-9.42949,9.71475e-05);(9.42949,0)
0.67;(-9.42237,9.71119e-05);(9.42237,0)
0.675;(-9.41522,9.70761e-05);(9.41522,0)
0.68;(-9.40804,9.70402e-05);(9.40804,0)
0.685;(-9.40083,9.70042e-05);(9.40083,0)
0.69;(-9.3936,9.6968e-05);(9.3936,0)
0.695;(-9.38635,9.69318e-05);(9.38635,0)
0.7;(-9.37907,9.68954e-05);(9.37907,0)
0.705;(-9.37176,9.68588e-05);(9.37176,0)
0.71;(-9.36443,9.68222e-05);(9.36443,0)
0.714999;(-9.35707,9.67854e-05);(9.35707,0)
0.719999;(-9.34969,9.67485e-05);(9.34969,0)
0.724999;(-9.34229,9.67115e-05);(9.34229,0)
0.729999;(-9.33486,9.66743e-05);(9.33486,0)
0.734999;(-9.32741,9.66371e-05);(9.32741,0)
0.739999;(-9.31993,9.65997e-05);(9.31993,0)
0.744999;(-9.31243,9.65622e-05);(9.31243,0)
0.749999;(-9.30491,9.65246e-05);(9.30491,0)
0.754999;(-9.29737,9.64869e-05);(9.29737,0)
0.759999;(-9.2898,9.6449e-05);(9.2898,0)
0.764999;(-9.28221,9.64111e-05);(9.28221,0)
0.769999;(-9.27459,9.6373e-05);(9.27459,0)
0.774999;(-9.26696,9.63348e-05);(9.26696,0)
0.779999;(-9.2593,9.62965e-05);(9.2593,0)
0.784999;(-9.25162,9.62581e-05);(9.25162,0)
0.789999;(-9.24392,9.62196e-05);(9.24392,0)
0.794999;(-9.2362,9.6181e-05);(9.2362,0)
0.799999;(-9.22846,9.61423e-05);(9.22846,0)
0.804999;(-9.22069,9.61035e-05);(9.22069,0)
0.809999;(-9.21291,9.60646e-05);(9.21291,0)
0.814999;(-9.20511,9.60256e-05);(9.20511,0)
0.819999;(-9.19728,9.59864e-05);(9.19728,0)
0.824999;(-9.18944,9.59472e-05);(9.18944,0)
0.829999;(-9.18157,9.59079e-05);(9.18157,0)
0.834999;(-9.17369,9.58685e-05);(9.17369,0)
0.839999;(-9.16578,9.58289e-05);(9.16578,0)
0.844999;(-9.15786,9.57893e-05);(9.15786,0)
0.849999;(-9.14991,9.57496e-05);(9.14991,0)
0.854999;(-9.14195,9.57098e-05);(9.14195,0)
0.859999;(-9.13397,9.56699e-05);(9.13397,0)
0.864999;(-9.12597,9.56299e-05);(9.12597,0)
0.869999;(-9.11795,9.55898e-05);(9.11795,0)
0.874999;(-9.10992,9.55496e-05);(9.10992,0)
0.879999;(-9.10186,9.55093e-05);(9.10186,0)
0.884999;(-9.09379,9.5469e-05);(9.09379,0)
0.889999;(-9.0857,9.54285e-05);(9.0857,0)
0.894999;(-9.07759,9.5388e-05);(9.07759,0)
0.899999;(-9.06946,9.53473e-05);(9.06946,0)
0.904999;(-9.06132,9.53066e-05);(9.06132,0)
0.909999;(-9.05316,9.52658e-05);(9.05316,0)
0.914999;(-9.04498,9.52249e-05);(9.04498,0)
0.919999;(-9.03679,9.5184e-05);(9.03679,0)
0.924999;(-9.02858,9.51429e-05);(9.02858,0)
0.929999;(-9.02035,9.51018e-05);(9.02035,0)
0.934999;(-9.01211,9.50606e-05);(9.01211,0)
0.939999;(-9.00385,9.50193e-05);(9.00385,0)
0.944999;(-8.99557,9.49779e-05);(8.99557,0)
0.949999;(-8.98728,9.49364e-05);(8.98728,0)
0.954999;(-8.97897,9.48949e-05);(8.97897,0)
0.959999;(-8.97064,9.48533e-05);(8.97064,0)
0.964999;(-8.96231,9.48116e-05);(8.96231,0)
0.969999;(-8.95395,9.47698e-05);(8.95395,0)
0.974999;(-8.94558,9.47279e-05);(8.94558,0)
0.979999;(-8.9372,9.4686e-05);(8.9372,0)
0.984999;(-8.9288,9.4644e-05);(8.9288,0)
0.989999;(-8.92038,9.46019e-05);(8.92038,0)
0.994999;(-8.91195,9.45598e-05);(8.91195,0)
0.999999;(-8.90351,9.45176e-05);(8.90351,0)
1.005;(-8.89505,9.44753e-05);(8.89505,0)
1.01;(-8.88658,9.44329e-05);(8.88658,0)
1.015;(-8.87809,9.43905e-05);(8.87809,0)
1.02;(-8.86959,9.4348e-05);(8.86959,0)
1.025;(-8.86107,9.43054e-05);(8.86107,0)
1.03;(-8.85255,9.42628e-05);(8.85255,0)
1.035;(-8.844,9.42201e-05);(8.844,0)
1.04;(-8.83545,9.41773e-05);(8.83545,0)
1.045;(-8.82688,9.41344e-05);(8.82688,0)
1.05;(-8.8183,9.40915e-05);(8.8183,0)
1.055;(-8.8097,9.40485e-05);(8.8097,0)
1.06;(-8.80109,9.40055e-05);(8.80109,0)
1.065;(-8.79247,9.39624e-05);(8.79247,0)
1.07;(-8.78384,9.39192e-05);(8.78384,0)
1.075;(-8.77519,9.3876e-05);(8.77519,0)
1.08;(-8.76653,9.38327e-05);(8.76653,0)
1.085;(-8.75786,9.37893e-05);(8.75786,0)
1.09;(-8.74918,9.37459e-05);(8.74918,0)
1.095;(-8.74048,9.37024e-05);(8.74048,0)
1.1;(-8.73177,9.36589e-05);(8.73177,0)
1.105;(-8.72305,9.36153e-05);(8.72305,0)
1.11;(-8.71432,9.35716e-05);(8.71432,0)
1.115;(-8.70558,9.35279e-05);(8.70558,0)
1.12;(-8.69682,9.34841e-05);(8.69682,0)
1.125;(-8.68805,9.34403e-05);(8.68805,0)
1.13;(-8.67927,9.33964e-05);(8.67927,0)
1.135;(-8.67048,9.33525e-05);(8.67048,0)
1.14;(-8.66168,9.33085e-05);(8.66168,0)
1.145;(-8.65287,9.32644e-05);(8.65287,0)
1.15;(-8.64405,9.32203e-05);(8.64405,0)
1.155;(-8.63521,9.31761e-05);(8.63521,0)
1.16;(-8.62637,9.31319e-05);(8.62637,0)
1.165;(-8.61752,9.30876e-05);(8.61752,0)
1.17;(-8.60865,9.30433e-05);(8.60865,0)
1.175;(-8.59977,9.29989e-05);(8.59977,0)
1.18;(-8.59089,9.29545e-05);(8.59089,0)
1.185;(-8.58199,9.291e-05);(8.58199,0)
1.19;(-8.57308,9.28654e-05);(8.57308,0)
1.195;(-8.56416,9.28208e-05);(8.56416,0)
1.2;(-8.55524,9.27762e-05);(8.55524,0)
1.205;(-8.5463,9.27315e-05);(8.5463,0)
1.21;(-8.53735,9.26868e-05);(8.53735,0)
1.215;(-8.52839,9.2642e-05);(8.52839,0)
1.22;(-8.51943,9.25972e-05);(8.51943,0)
1.225;(-8.51045,9.25523e-05);(8.51045,0)
1.23;(-8.50147,9.25074e-05);(8.50147,0)
1.235;(-8.49247,9.24624e-05);(8.49247,0)
1.24;(-8.48347,9.24174e-05);(8.48347,0)
1.245;(-8.47445,9.23723e-05);(8.47445,0)
1.25;(-8.46543,9.23272e-05);(8.46543,0)
1.255;(-8.4564,9.2282e-05);(8.4564,0)
1.26;(-8.44736,9.22368e-05);(8.44736,0)
1.265;(-8.43831,9.21916e-05);(8.43831,0)
1.27;(-8.42925,9.21463e-05);(8.42925,0)
1.275;(-8.42018,9.21009e-05);(8.42018,0)
1.28;(-8.41111,9.20556e-05);(8.41111,0)
1.285;(-8.40202,9.20101e-05);(8.40202,0)
1.29;(-8.39293,9.19647e-05);(8.39293,0)
1.295;(-8.38383,9.19192e-05);(8.38383,0)
1.3;(-8.37472,9.18736e-05);(8.37472,0)
1.305;(-8.3656,9.1828e-05);(8.3656,0)
1.31;(-8.35647,9.17824e-05);(8.35647,0)
1.315;(-8.34734,9.17367e-05);(8.34734,0)
1.32;(-8.3382,9.1691e-05);(8.3382,0)
1.325;(-8.32905,9.16453e-05);(8.32905,0)
1.33;(-8.31989,9.15995e-05);(8.31989,0)
1.335;(-8.31072,9.15536e-05);(8.31072,0)
1.34;(-8.30155,9.15078e-05);(8.30155,0)
1.345;(-8.29237,9.14619e-05);(8.29237,0)
1.35;(-8.28318,9.14159e-05);(8.28318,0)
1.355;(-8.27398,9.13699e-05);(8.27398,0)
1.36;(-8.26478,9.13239e-05);(8.26478,0)
1.365;(-8.25557,9.12779e-05);(8.25557,0)
1.37;(-8.24635,9.12318e-05);(8.24635,0)
1.375;(-8.23713,9.11856e-05);(8.23713,0)
1.38;(-8.22789,9.11395e-05);(8.22789,0)
1.385;(-8.21865,9.10933e-05);(8.21865,0)
1.39;(-8.20941,9.1047e-05);(8.20941,0)
1.395;(-8.20015,9.10008e-05);(8.20015,0)
1.4;(-8.19089,9.09545e-05);(8.19089,0)
1.405;(-8.18162,9.09081e-05);(8.18162,0)
1.41;(-8.17235,9.08618e-05);(8.17235,0)
1.415;(-8.16307,9.08154e-05);(8.16307,0)
1.42;(-8.15378,9.07689e-05);(8.15378,0)
1.425;(-8.14449,9.07225e-05);(8.14449,0)
1.43;(-8.13519,9.06759e-05);(8.13519,0)
1.435;(-8.12588,9.06294e-05);(8.12588,0)
1.44;(-8.11656,9.05828e-05);(8.11656,0)
1.445;(-8.10724,9.05362e-05);(8.10724,0)
1.45;(-8.09792,9.04896e-05);(8.09792,0)
1.455;(-8.08859,9.04429e-05);(8.08859,0)
1.46;(-8.07925,9.03963e-05);(8.07925,0)
1.465;(-8.0699,9.03495e-05);(8.0699,0)
1.47;(-8.06055,9.03028e-05);(8.06055,0)
1.475;(-8.05119,9.0256e-05);(8.05119,0)
1.48;(-8.04183,9.02092e-05);(8.04183,0)
1.485;(-8.03246,9.01623e-05);(8.03246,0)
1.49;(-8.02309,9.01155e-05);(8.02309,0)
1.495;(-8.01371,9.00686e-05);(8.01371,0)
1.5;(-8.00432,9.00216e-05);(8.00432,0)
1.505;(-7.99493,8.99747e-05);(7.99493,0)
1.51;(-7.98553,8.99277e-05);(7.98553,0)
1.515;(-7.97613,8.98807e-05);(7.97613,0)
1.52;(-7.96672,8.98336e-05);(7.96672,0)
1.525;(-7.95731,8.97865e-05);(7.95731,0)
1.53;(-7.94789,8.97394e-05);(7.94789,0)
1.535;(-7.93846,8.96923e-05);(7.93846,0)
1.54;(-7.92903,8.96452e-05);(7.92903,0)
1.545;(-7.9196,8.9598e-05);(7.9196,0)
1.55;(-7.91015,8.95508e-05);(7.91015,0)
1.555;(-7.90071,8.95036e-05);(7.90071,0)
1.56;(-7.89126,8.94563e-05);(7.89126,0)
1.565;(-7.8818,8.9409e-05);(7.8818,0)
1.57;(-7.87234,8.93617e-05);(7.87234,0)
1.575;(-7.86287,8.93144e-05);(7.86287,0)
1.58;(-7.8534,8.9267e-05);(7.8534,0)
1.585;(-7.84393,8.92197e-05);(7.84393,0)
1.59;(-7.83445,8.91723e-05);(7.83445,0)
1.595;(-7.82496,8.91248e-05);(7.82496,0)
1.6;(-7.81547,8.90774e-05);(7.81547,0)
1.605;(-7.80597,8.90299e-05);(7.80597,0)
1.61;(-7.79647,8.89824e-05);(7.79647,0)
1.615;(-7.78697,8.89349e-05);(7.78697,0)
1.62;(-7.77746,8.88873e-05);(7.77746,0)
1.625;(-7.76795,8.88398e-05);(7.76795,0)
1.63;(-7.75843,8.87922e-05);(7.75843,0)
1.635;(-7.74891,8.87445e-05);(7.74891,0)
1.64;(-7.73938,8.86969e-05);(7.73938,0)
1.645;(-7.72985,8.86493e-05);(7.72985,0)
1.65;(-7.72031,8.86016e-05);(7.72031,0)
1.655;(-7.71077,8.85539e-05);(7.71077,0)
1.66;(-7.70123,8.85062e-05);(7.70123,0)
1.665;(-7.69168,8.84584e-05);(7.69168,0)
1.67;(-7.68213,8.84106e-05);(7.68213,0)
1.675;(-7.67257,8.83629e-05);(7.67257,0)
1.68;(-7.66301,8.83151e-05);(7.66301,0)
1.685;(-7.65344,8.82672e-05);(7.65344,0)
1.69;(-7.64388,8.82194e-05);(7.64388,0)
1.695;(-7.6343,8.81715e-05);(7.6343,0)
1.7;(-7.62473,8.81236e-05);(7.62473,0)
1.705;(-7.61514,8.80757e-05);(7.61514,0)
1.71;(-7.60556,8.80278e-05);(7.60556,0)
1.715;(-7.59597,8.79799e-05);(7.59597,0)
1.72;(-7.58638,8.79319e-05);(7.58638,0)
1.725;(-7.57678,8.78839e-05);(7.57678,0)
1.73;(-7.56718,8.78359e-05);(7.56718,0)
1.735;(-7.55758,8.77879e-05);(7.55758,0)
1.74;(-7.54797,8.77399e-05);(7.54797,0)
1.745;(-7.53836,8.76918e-05);(7.53836,0)
1.75;(-7.52875,8.76437e-05);(7.52875,0)
1.755;(-7.51913,8.75956e-05);(7.51913,0)
1.76;(-7.50951,8.75475e-05);(7.50951,0)
1.765;(-7.49988,8.74994e-05);(7.49988,0)
1.77;(-7.49025,8.74513e-05);(7.49025,0)
1.775;(-7.48062,8.74031e-05);(7.48062,0)
1.78;(-7.47098,8.73549e-05);(7.47098,0)
1.785;(-7.46135,8.73067e-05);(7.46135,0)
1.79;(-7.4517,8.72585e-05);(7.4517,0)
1.795;(-7.44206,8.72103e-05);(7.44206,0)
1.8;(-7.43241,8.71621e-05);(7.43241,0)
1.805;(-7.42276,8.71138e-05);(7.42276,0)
1.81;(-7.4131,8.70655e-05);(7.4131,0)
1.815;(-7.40344,8.70172e-05);(7.40344,0)
1.82;(-7.39378,8.69689e-05);(7.39378,0)
1.825;(-7.38412,8.69206e-05);(7.38412,0)
1.83;(-7.37445,8.68723e-05);(7.37445,0)
1.835;(-7.36478,8.68239e-05);(7.36478,0)
1.84;(-7.3551,8.67755e-05);(7.3551,0)
1.845;(-7.34543,8.67271e-05);(7.34543,0)
1.85;(-7.33575,8.66787e-05);(7.33575,0)
1.855;(-7.32607,8.66303e-05);(7.32607,0)
1.86;(-7.31638,8.65819e-05);(7.31638,0)
1.865;(-7.30669,8.65335e-05);(7.30669,0)
1.87;(-7.297,8.6485e-05);(7.297,0)
1.875;(-7.2873,8.64365e-05);(7.2873,0)
1.88;(-7.27761,8.6388e-05);(7.27761,0)
1.885;(-7.26791,8.63395e-05);(7.26791,0)
1.89;(-7.2582,8.6291e-05);(7.2582,0)
1.895;(-7.2485,8.62425e-05);(7.2485,0)
1.9;(-7.23879,8.61939e-05);(7.23879,0)
1.905;(-7.22908,8.61454e-05);(7.22908,0)
1.91;(-7.21936,8.60968e-05);(7.21936,0)
1.915;(-7.20965,8.60482e-05);(7.20965,0)
1.92;(-7.19993,8.59997e-05);(7.19993,0)
1.925;(-7.19021,8.5951e-05);(7.19021,0)
1.93;(-7.18048,8.59024e-05);(7.18048,0)
1.935;(-7.17076,8.58538e-05);(7.17076,0)
1.94;(-7.16103,8.58051e-05);(7.16103,0)
1.945;(-7.1513,8.57565e-05);(7.1513,0)
1.95;(-7.14156,8.57078e-05);(7.14156,0)
1.955;(-7.13182,8.56591e-05);(7.13182,0)
1.96;(-7.12209,8.56104e-05);(7.12209,0)
1.965;(-7.11234,8.55617e-05);(7.11234,0)
1.97;(-7.1026,8.5513e-05);(7.1026,0)
1.975;(-7.09285,8.54643e-05);(7.09285,0)
1.98;(-7.0831,8.54155e-05);(7.0831,0)
1.985;(-7.07335,8.53668e-05);(7.07335,0)
1.99;(-7.0636,8.5318e-05);(7.0636,0)
1.995;(-7.05384,8.52692e-05);(7.05384,0)
2;(-7.04409,8.52204e-05);(7.04409,0)
2.005;(-7.03433,8.51716e-05);(7.03433,0)
2.01;(-7.02456,8.51228e-05);(7.02456,0)
2.015;(-7.0148,8.5074e-05);(7.0148,0)
2.02;(-7.00503,8.50252e-05);(7.00503,0)
2.025;(-6.99526,8.49763e-05);(6.99526,0)
2.03;(-6.98549,8.49275e-05);(6.98549,0)
2.035;(-6.97572,8.48786e-05);(6.97572,0)
2.04;(-6.96594,8.48297e-05);(6.96594,0)
2.045;(-6.95617,8.47808e-05);(6.95617,0)
2.05;(-6.94639,8.47319e-05);(6.94639,0)
2.055;(-6.93661,8.4683e-05);(6.93661,0)
2.06;(-6.92682,8.46341e-05);(6.92682,0)
2.065;(-6.91704,8.45852e-05);(6.91704,0)
2.07;(-6.90725,8.45362e-05);(6.90725,0)
2.075;(-6.89746,8.44873e-05);(6.89746,0)
2.08;(-6.88767,8.44383e-05);(6.88767,0)
2.085;(-6.87788,8.43894e-05);(6.87788,0)
2.09;(-6.86808,8.43404e-05);(6.86808,0)
2.095;(-6.85828,8.42914e-05);(6.85828,0)
2.1;(-6.84848,8.42424e-05);(6.84848,0)
2.105;(-6.83868,8.41934e-05);(6.83868,0)
2.11;(-6.82888,8.41444e-05);(6.82888,0)
2.115;(-6.81908,8.40954e-05);(6.81908,0)
2.12;(-6.80927,8.40463e-05);(6.80927,0)
2.125;(-6.79946,8.39973e-05);(6.79946,0)
2.13;(-6.78965,8.39483e-05);(6.78965,0)
2.135;(-6.77984,8.38992e-05);(6.77984,0)
2.14;(-6.77003,8.38501e-05);(6.77003,0)
2.145;(-6.76021,8.3801e-05);(6.76021,0)
2.15;(-6.75039,8.3752e-05);(6.75039,0)
2.155;(-6.74058,8.37029e-05);(6.74058,0)
2.16;(-6.73076,8.36538e-05);(6.73076,0)
2.165;(-6.72093,8.36047e-05);(6.72093,0)
2.17;(-6.71111,8.35555e-05);(6.71111,0)
2.175;(-6.70128,8.35064e-05);(6.70128,0)
2.18;(-6.69146,8.34573e-05);(6.69146,0)
2.185;(-6.68163,8.34081e-05);(6.68163,0)
2.19;(-6.6718,8.3359e-05);(6.6718,0)
2.195;(-6.66197,8.33098e-05);(6.66197,0)
2.2;(-6.65213,8.32607e-05);(6.65213,0)
2.205;(-6.6423,8.32115e-05);(6.6423,0)
2.21;(-6.63246,8.31623e-05);(6.63246,0)
2.215;(-6.62263,8.31131e-05);(6.62263,0)
2.22;(-6.61279,8.30639e-05);(6.61279,0)
2.225;(-6.60295,8.30147e-05);(6.60295,0)
2.23;(-6.5931,8.29655e-05);(6.5931,0)
2.235;(-6.58326,8.29163e-05);(6.58326,0)
2.24;(-6.57342,8.28671e-05);(6.57342,0)
2.245;(-6.56357,8.28179e-05);(6.56357,0)
2.25;(-6.55372,8.27686e-05);(6.55372,0)
2.255;(-6.54387,8.27194e-05);(6.54387,0)
2.26;(-6.53402,8.26701e-05);(6.53402,0)
2.265;(-6.52417,8.26209e-05);(6.52417,0)
2.27;(-6.51431,8.25716e-05);(6.51431,0)
2.275;(-6.50446,8.25223e-05);(6.50446,0)
2.28;(-6.4946,8.24731e-05);(6.4946,0)
2.285;(-6.48475,8.24238e-05);(6.48475,0)
2.29;(-6.47489,8.23745e-05);(6.47489,0)
2.29501;(-6.46503,8.23252e-05);(6.46503,0)
2.30001;(-6.45517,8.22759e-05);(6.45517,0)
2.30501;(-6.4453,8.22266e-05);(6.4453,0)
2.31001;(-6.43544,8.21772e-05);(6.43544,0)
2.31501;(-6.42557,8.21279e-05);(6.42557,0)
2.32001;(-6.41571,8.20786e-05);(6.41571,0)
2.32501;(-6.40584,8.20292e-05);(6.40584,0)
2.33001;(-6.39597,8.19799e-05);(6.39597,0)
2.33501;(-6.3861,8.19305e-05);(6.3861,0)
2.34001;(-6.37623,8.18812e-05);(6.37623,0)
2.34501;(-6.36636,8.18318e-05);(6.36636,0)
2.35001;(-6.35648,8.17825e-05);(6.35648,0)
2.35501;(-6.34661,8.17331e-05);(6.34661,0)
2.36001;(-6.33673,8.16837e-05);(6.33673,0)
2.36501;(-6.32685,8.16343e-05);(6.32685,0)
2.37001;(-6.31698,8.15849e-05);(6.31698,0)
2.37501;(-6.3071,8.15355e-05);(6.3071,0)
2.38001;(-6.29722,8.14861e-05);(6.29722,0)
2.38501;(-6.28733,8.14367e-05);(6.28733,0)
2.39001;(-6.27745,8.13873e-05);(6.27745,0)
2.39501;(-6.26757,8.13379e-05);(6.26757,0)
2.40001;(-6.25768,8.12885e-05);(6.25768,0)
2.40501;(-6.2478,8.1239e-05);(6.2478,0)
2.41001;(-6.23791,8.11896e-05);(6.23791,0)
2.41501;(-6.22802,8.11401e-05);(6.22802,0)
2.42001;(-6.21813,8.10907e-05);(6.21813,0)
2.42501;(-6.20824,8.10413e-05);(6.20824,0)
2.43001;(-6.19835,8.09918e-05);(6.19835,0)
2.43501;(-6.18846,8.09423e-05);(6.18846,0)
2.44001;(-6.17857,8.08929e-05);(6.17857,0)
2.44501;(-6.16867,8.08434e-05);(6.16867,0)
2.45001;(-6.15878,8.07939e-05);(6.15878,0)
2.45501;(-6.14888,8.07444e-05);(6.14888,0)
2.46001;(-6.13898,8.0695e-05);(6.13898,0)
2.46501;(-6.12908,8.06455e-05);(6.12908,0)
2.47001;(-6.11918,8.0596e-05);(6.11918,0)
2.47501;(-6.10928,8.05465e-05);(6.10928,0)
2.48001;(-6.09938,8.0497e-05);(6.09938,0)
