time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
9.40002;(6.27432,0.0798278);(12.1095,-0.530174);(3.52136,1.49439);(3.81723,-1.32796);(3.29094,-4.02287);(11.8368,0.87109);(13.7897,-0.380351);(11.1519,0.806032);(1.97125,-2.93793);(13.0898,0.75325);(3.26296,3.73813);(3.31387,-2.18039);(9.93465,0.0710139);(9.19492,-1.0051);(4.96894,1.09017);(13.8089,-0.294446);(15.2016,0.0265357);(6.26569,-1.16209);(8.45763,0.821655);(6.36249,-1.13097)
9.45002;(6.33992,0.0819978);(12.1732,-0.526817);(3.56364,1.47614);(3.86954,-1.31023);(3.28959,-4.04297);(11.9059,0.879367);(13.8435,-0.401766);(11.2125,0.809788);(1.96,-2.9123);(13.1676,0.764402);(3.26876,3.7246);(3.29033,-2.13008);(9.98539,0.0834107);(9.24016,-1.05056);(5.03964,1.08244);(13.8602,-0.307368);(15.3042,0.0364867);(6.33098,-1.15788);(8.51511,0.819211);(6.43352,-1.12663)
9.50002;(6.4057,0.0840015);(12.2374,-0.52334);(3.60801,1.45905);(3.92331,-1.29363);(3.29508,-4.05958);(11.9756,0.886116);(13.8986,-0.420783);(11.274,0.812595);(1.95584,-2.88808);(13.2437,0.773906);(3.27477,3.71091);(3.27587,-2.08353);(10.0371,0.0946122);(9.28787,-1.09116);(5.11064,1.07509);(13.913,-0.318781);(15.404,0.0454636);(6.39628,-1.15382);(8.57321,0.816601);(6.50453,-1.12217)
9.55002;(6.47166,0.0858467);(12.3021,-0.519753);(3.65428,1.443);(3.97842,-1.27806);(3.29938,-4.07302);(12.0458,0.891468);(13.955,-0.437601);(11.3364,0.814533);(1.95811,-2.86513);(13.3182,0.781899);(3.2799,3.69708);(3.26968,-2.04044);(10.0898,0.104722);(9.33783,-1.12732);(5.18191,1.06812);(13.9671,-0.328811);(15.5013,0.0535421);(6.46159,-1.14992);(8.63188,0.81384);(6.57552,-1.1176)
9.60002;(6.53777,0.0875402);(12.3672,-0.516066);(3.70228,1.42791);(4.03473,-1.26343);(3.30559,-4.08359);(12.1165,0.89554);(14.0126,-0.452403);(11.3995,0.815678);(1.96622,-2.84334);(13.3913,0.788508);(3.28599,3.68313);(3.27098,-2.00049);(10.1433,0.113836);(9.38983,-1.15942);(5.25344,1.06149);(14.0225,-0.337572);(15.5965,0.0607918);(6.52689,-1.14616);(8.69106,0.810936);(6.64648,-1.11293)
9.65002;(6.60402,0.0890881);(12.4326,-0.512287);(3.75183,1.41369);(4.09214,-1.24965);(3.30614,-4.09154);(12.1877,0.898441);(14.0711,-0.465355);(11.4632,0.816097);(1.97962,-2.82262);(13.4632,0.79385);(3.28971,3.66911);(3.27901,-1.96345);(10.1975,0.12204);(9.44367,-1.18783);(5.32522,1.0552);(14.079,-0.34517);(15.6896,0.0672766);(6.59218,-1.14254);(8.7507,0.807899);(6.71742,-1.10816)
9.70002;(6.6704,0.0904963);(12.4984,-0.508425);(3.8028,1.40026);(4.15055,-1.23666);(3.31333,-4.09711);(12.2593,0.900268);(14.1306,-0.476609);(11.5276,0.815854);(1.99783,-2.80287);(13.5339,0.798029);(3.29686,3.65503);(3.29323,-1.92909);(10.2524,0.129414);(9.49919,-1.21285);(5.39722,1.04923);(14.1365,-0.351701);(15.7809,0.073055);(6.65746,-1.13905);(8.81075,0.804739);(6.78834,-1.10331)
9.75002;(6.73691,0.0917704);(12.5646,-0.504486);(3.85506,1.38756);(4.20985,-1.22437);(3.30773,-4.10052);(12.3312,0.901113);(14.1909,-0.486305);(11.5926,0.815004);(2.02041,-2.78402);(13.6035,0.801142);(3.29559,3.64089);(3.31309,-1.89714);(10.3092,0.136578);(9.55622,-1.23479);(5.46944,1.04356);(14.1949,-0.357253);(15.8705,0.0781808);(6.7227,-1.13569);(8.86987,0.800916);(6.85924,-1.09838)
9.80002;(6.80254,0.0944343);(12.631,-0.500477);(3.90849,1.37552);(4.26998,-1.21273);(3.30935,-4.10197);(12.4033,0.90102);(14.252,-0.494573);(11.6581,0.8136);(2.04695,-2.76597);(13.6724,0.803316);(3.3008,3.62667);(3.33803,-1.86736);(10.3665,0.142999);(9.61462,-1.25391);(5.54187,1.03818);(14.2541,-0.361907);(15.9586,0.0827035);(6.78791,-1.13244);(8.92947,0.797048);(6.9311,-1.0949)
9.85002;(6.86865,0.0963521);(12.6976,-0.496404);(3.96298,1.36408);(4.33086,-1.20168);(3.3172,-4.10164);(12.475,0.900044);(14.3137,-0.50153);(11.7241,0.811689);(2.07648,-2.74825);(13.7411,0.804655);(3.30471,3.61239);(3.3676,-1.83956);(10.4242,0.14874);(9.67427,-1.27046);(5.61416,1.03325);(14.3141,-0.365738);(16.0453,0.0866686);(6.85314,-1.12901);(8.98948,0.793137);(7.00284,-1.09121)
9.90002;(6.93499,0.0977919);(12.7644,-0.492843);(4.01843,1.35319);(4.39241,-1.19118);(3.3065,-4.09969);(12.5466,0.898822);(14.3761,-0.507283);(11.7904,0.809315);(2.10869,-2.73109);(13.8095,0.805232);(3.31081,3.59806);(3.40135,-1.81356);(10.4822,0.153861);(9.73505,-1.28466);(5.68653,1.02863);(14.3747,-0.368812);(16.1308,0.0901178);(6.91837,-1.12549);(9.04987,0.789181);(7.0745,-1.08734)
9.95002;(7.00149,0.0990532);(12.8313,-0.489681);(4.07476,1.34279);(4.45457,-1.18116);(3.30349,-4.09628);(12.618,0.897338);(14.4391,-0.511932);(11.8572,0.806517);(2.1432,-2.71458);(13.8778,0.80508);(3.31031,3.58369);(3.43892,-1.78922);(10.5406,0.158416);(9.79684,-1.29671);(5.75905,1.02426);(14.436,-0.371194);(16.2152,0.0930896);(6.98357,-1.12212);(9.11061,0.785183);(7.14606,-1.0833)
10;(7.06814,0.100164);(12.8983,-0.486863);(4.13188,1.33286);(4.51729,-1.17159);(3.30746,-4.09154);(12.6891,0.895615);(14.5025,-0.515566);(11.9243,0.803332);(2.17958,-2.69868);(13.9459,0.804235);(3.3162,3.56928);(3.43913,-1.73162);(10.5992,0.162454);(9.85957,-1.3068);(5.83174,1.02012);(14.4978,-0.372939);(16.2985,0.0956193);(7.04872,-1.11891);(9.17167,0.781146);(7.21754,-1.07911)
10.05;(7.1349,0.101129);(12.9654,-0.484301);(4.18972,1.32333);(4.58051,-1.16243);(3.31362,-4.0856);(12.7601,0.893684);(14.5665,-0.51827);(11.9916,0.799807);(2.21743,-2.68334);(14.0139,0.802727);(3.31535,3.55496);(3.44624,-1.67875);(10.6581,0.166019);(9.92313,-1.3151);(5.9046,1.01619);(14.5602,-0.374157);(16.3809,0.0977395);(7.11383,-1.11583);(9.23301,0.777073);(7.28894,-1.07476)
10.1;(7.20178,0.101958);(13.0327,-0.482012);(4.24821,1.31419);(4.6442,-1.15364);(3.31262,-4.07856);(12.8308,0.891589);(14.6308,-0.520119);(12.0592,0.795979);(2.25634,-2.6685);(14.0817,0.800587);(3.32087,3.5407);(3.45967,-1.63029);(10.7173,0.169153);(9.98744,-1.32176);(5.97762,1.01246);(14.6232,-0.374864);(16.4625,0.0994801);(7.17888,-1.11288);(9.29461,0.772966);(7.36027,-1.07029)
10.15;(7.26875,0.102657);(13.1,-0.479972);(4.30729,1.30539);(4.7083,-1.14519);(3.31841,-4.07054);(12.9014,0.889363);(14.6955,-0.521182);(12.127,0.791879);(2.29595,-2.65412);(14.1494,0.798205);(3.32043,3.52648);(3.47903,-1.58585);(10.7767,0.171895);(10.0524,-1.32693);(6.0508,1.00892);(14.6865,-0.375463);(16.5433,0.100869);(7.24388,-1.11005);(9.35645,0.768828);(7.43154,-1.0657)
10.2;(7.33463,0.10534);(13.1676,-0.478147);(4.36691,1.29691);(4.77278,-1.13705);(3.3178,-4.06163);(12.9719,0.886996);(14.7606,-0.521536);(12.195,0.787532);(2.33591,-2.64017);(14.2169,0.795696);(3.32639,3.51223);(3.50353,-1.54485);(10.8363,0.174278);(10.1181,-1.33074);(6.12412,1.00557);(14.7504,-0.376047);(16.6234,0.101931);(7.30881,-1.10732);(9.4185,0.76466);(7.50394,-1.0631)
10.25;(7.40116,0.107007);(13.2353,-0.476513);(4.42702,1.28872);(4.8376,-1.12919);(3.32394,-4.05192);(13.0422,0.884496);(14.826,-0.521285);(12.2631,0.782963);(2.37591,-2.6266);(14.2843,0.793103);(3.32258,3.49796);(3.5327,-1.50701);(10.896,0.176332);(10.1843,-1.3333);(6.19704,1.00271);(14.8146,-0.3766);(16.7028,0.10269);(7.37378,-1.10431);(9.48072,0.760469);(7.57618,-1.06021)
10.3;(7.46789,0.108044);(13.3032,-0.475055);(4.48758,1.28078);(4.90273,-1.12159);(3.32027,-4.04147);(13.1122,0.88186);(14.8917,-0.520531);(12.3314,0.778191);(2.41565,-2.61339);(14.3514,0.790465);(3.32549,3.48369);(3.56612,-1.47203);(10.9559,0.178086);(10.251,-1.33472);(6.27001,1.00007);(14.8793,-0.377095);(16.7817,0.103167);(7.43876,-1.10112);(9.54311,0.756256);(7.64827,-1.05704)
10.35;(7.53476,0.108938);(13.3712,-0.473758);(4.54853,1.27309);(4.96814,-1.11423);(3.32365,-4.03036);(13.182,0.879091);(14.9577,-0.519357);(12.3998,0.773234);(2.45487,-2.6005);(14.4184,0.787798);(3.33186,3.4694);(3.60339,-1.43967);(11.016,0.179567);(10.3181,-1.3351);(6.34312,0.997546);(14.9443,-0.377496);(16.8601,0.103383);(7.50367,-1.09812);(9.60565,0.752024);(7.72024,-1.05362)
10.4;(7.60175,0.109659);(13.4395,-0.472613);(4.60985,1.26561);(5.03381,-1.10708);(3.32967,-4.01867);(13.2516,0.876191);(15.024,-0.517828);(12.4683,0.768107);(2.49335,-2.5879);(14.4852,0.785114);(3.32388,3.45511);(3.64415,-1.4097);(11.0762,0.180799);(10.3857,-1.33453);(6.41639,0.995139);(15.0097,-0.377774);(16.938,0.103355);(7.56853,-1.09523);(9.66833,0.747773);(7.79208,-1.04998)
10.45;(7.66886,0.110245);(13.5078,-0.471607);(4.6715,1.25833);(5.09972,-1.10012);(3.32484,-4.00644);(13.3209,0.873158);(15.0906,-0.51599);(12.5369,0.762822);(2.5309,-2.57558);(14.5518,0.782414);(3.32301,3.44083);(3.68808,-1.3819);(11.1366,0.181803);(10.4537,-1.33309);(6.48979,0.992835);(15.0755,-0.377907);(17.0155,0.103101);(7.63332,-1.09249);(9.73113,0.743506);(7.86381,-1.04614)
10.5;(7.73608,0.110682);(13.5764,-0.47073);(4.73346,1.25123);(5.16583,-1.09334);(3.32716,-3.99373);(13.39,0.869993);(15.1576,-0.513876);(12.6056,0.75739);(2.56736,-2.5635);(14.6182,0.779692);(3.32859,3.42656);(3.73489,-1.35609);(11.197,0.182598);(10.522,-1.33086);(6.56334,0.990633);(15.1415,-0.377876);(17.0925,0.102636);(7.69804,-1.08985);(9.79405,0.739222);(7.93543,-1.0421)
10.55;(7.80339,0.110995);(13.6451,-0.469972);(4.79568,1.24429);(5.23214,-1.08673);(3.33451,-3.9806);(13.4589,0.866698);(15.2248,-0.511505);(12.6744,0.751821);(2.60261,-2.55166);(14.6843,0.776938);(3.32609,3.4123);(3.78431,-1.33209);(11.2576,0.183203);(10.5906,-1.3279);(6.63702,0.988528);(15.2079,-0.377669);(17.1693,0.101974);(7.76267,-1.08733);(9.85707,0.734924);(8.00697,-1.03789)
10.6;(7.86935,0.113533);(13.714,-0.469324);(4.85816,1.23751);(5.29862,-1.08026);(3.31873,-3.96707);(13.5275,0.863271);(15.2924,-0.508891);(12.7432,0.746121);(2.63656,-2.54001);(14.7503,0.774139);(3.33019,3.39806);(3.83611,-1.30974);(11.3183,0.183633);(10.6595,-1.32428);(6.71082,0.986518);(15.2745,-0.377276);(17.2457,0.10113);(7.82721,-1.08489);(9.9202,0.730612);(8.07987,-1.03588)
10.65;(7.93617,0.114731);(13.7831,-0.468777);(4.92086,1.23086);(5.36526,-1.07393);(3.31112,-3.9532);(13.5959,0.859714);(15.3602,-0.506039);(12.8121,0.740298);(2.66917,-2.52856);(14.816,0.771276);(3.33333,3.38384);(3.89006,-1.28889);(11.3791,0.183927);(10.7287,-1.32005);(6.78395,0.985199);(15.3413,-0.376687);(17.3218,0.100115);(7.89183,-1.08214);(9.98333,0.726266);(8.15257,-1.03352)
10.7;(8.00306,0.115258);(13.8523,-0.468307);(4.98376,1.22434);(5.43204,-1.06772);(3.31093,-3.93903);(13.664,0.856026);(15.4283,-0.50295);(12.8812,0.734342);(2.70041,-2.51729);(14.8816,0.768331);(3.33874,3.36964);(3.94596,-1.26942);(11.4399,0.184074);(10.798,-1.31528);(6.85719,0.983955);(15.4085,-0.375895);(17.3976,0.0989396);(7.95652,-1.0791);(10.0465,0.721915);(8.22508,-1.03082)
10.75;(8.07012,0.116066);(13.9216,-0.467944);(5.04685,1.21793);(5.49895,-1.06162);(3.31747,-3.92459);(13.7318,0.852221);(15.4964,-0.49945);(12.9502,0.728282);(2.73028,-2.50618);(14.9471,0.765107);(3.33411,3.35547);(4.00364,-1.25121);(11.5009,0.184106);(10.8676,-1.30999);(6.93062,0.98273);(15.4758,-0.374888);(17.4733,0.0976155);(8.02105,-1.07665);(10.1098,0.717539);(8.29742,-1.02782)
10.8;(8.13719,0.116222);(13.9911,-0.467648);(5.1101,1.21163);(5.56598,-1.05562);(3.31379,-3.9099);(13.7996,0.848279);(15.565,-0.495894);(13.0194,0.722109);(2.75881,-2.49522);(15.0119,0.762091);(3.33628,3.34133);(4.06292,-1.23413);(11.5621,0.184439);(10.9375,-1.30457);(7.00417,0.981582);(15.5436,-0.37381);(17.5486,0.096152);(8.08566,-1.07388);(10.1729,0.713064);(8.36959,-1.02454)
10.85;(8.20444,0.11682);(14.0606,-0.467469);(5.17351,1.20542);(5.63312,-1.04972);(3.31716,-3.895);(13.8665,0.844254);(15.6335,-0.491959);(13.0887,0.715833);(2.78603,-2.48439);(15.0776,0.758599);(3.34313,3.32722);(4.12367,-1.2181);(11.6232,0.184959);(11.0076,-1.29904);(7.07791,0.980454);(15.6112,-0.37231);(17.6238,0.094558);(8.15007,-1.0718);(10.2361,0.708599);(8.44162,-1.02102)
10.9;(8.27171,0.116748);(14.1302,-0.46726);(5.23706,1.1993);(5.70036,-1.04391);(3.32365,-3.87991);(13.934,0.840005);(15.7027,-0.488148);(13.1581,0.709462);(2.81198,-2.4737);(15.1415,0.755886);(3.32609,3.31315);(4.18574,-1.20302);(11.6841,0.185971);(11.0781,-1.29373);(7.15172,0.979426);(15.6796,-0.371152);(17.6989,0.0928416);(8.21456,-1.06937);(10.2993,0.704141);(8.5135,-1.01727)
10.95;(8.33913,0.11694);(14.1999,-0.467261);(5.30073,1.19325);(5.76768,-1.03817);(3.31828,-3.86466);(13.9995,0.835721);(15.7718,-0.483971);(13.2276,0.703004);(2.83672,-2.46312);(15.2074,0.752732);(3.31699,3.29911);(4.24902,-1.18881);(11.745,0.186764);(11.1488,-1.28795);(7.22572,0.978418);(15.7478,-0.369567);(17.7737,0.0910105);(8.27886,-1.06741);(10.3627,0.69969);(8.58527,-1.01331)
11;(8.40649,0.116497);(14.2695,-0.466822);(5.36452,1.18728);(5.83508,-1.0325);(3.32012,-3.84926);(14.066,0.830863);(15.8408,-0.479458);(13.2972,0.696467);(2.86031,-2.45265);(15.2723,0.74954);(3.31511,3.28512);(4.31339,-1.17539);(11.806,0.187355);(11.2195,-1.28174);(7.29981,0.977497);(15.8165,-0.36804);(17.8484,0.0890717);(8.34325,-1.06509);(10.4261,0.695246);(8.65691,-1.00916)
11.05;(8.4714,0.121596);(14.3395,-0.466954);(5.42856,1.1814);(5.90256,-1.02689);(3.32789,-3.83374);(14.1326,0.826302);(15.9098,-0.474633);(13.3667,0.689899);(2.8828,-2.44228);(15.3368,0.745963);(3.31978,3.27116);(4.3786,-1.16272);(11.8668,0.188375);(11.2906,-1.27575);(7.37409,0.976593);(15.8851,-0.366106);(17.923,0.0870317);(8.40734,-1.06363);(10.4896,0.690807);(8.73114,-1.0097)
11.1;(8.53941,0.123321);(14.4096,-0.467121);(5.49278,1.17561);(5.9701,-1.02135);(3.31257,-3.81811);(14.1992,0.821555);(15.9787,-0.469521);(13.4362,0.68326);(2.90426,-2.43201);(15.4015,0.742043);(3.32263,3.25725);(4.44462,-1.15074);(11.9277,0.189168);(11.3617,-1.26935);(7.44551,0.978042);(15.9535,-0.363799);(17.9974,0.0848963);(8.47154,-1.06176);(10.5531,0.686406);(8.80506,-1.00965)
11.15;(8.6069,0.124765);(14.4798,-0.467419);(5.55714,1.16992);(6.03771,-1.01586);(3.30539,-3.80239);(14.2659,0.816715);(16.0475,-0.464144);(13.5059,0.676557);(2.92473,-2.42182);(15.4663,0.737831);(3.32924,3.24338);(4.51141,-1.1394);(11.9886,0.189754);(11.4328,-1.26256);(7.51767,0.978841);(16.0219,-0.361145);(18.0718,0.0826712);(8.53584,-1.05949);(10.6166,0.682005);(8.87869,-1.00904)
11.2;(8.67405,0.125784);(14.5501,-0.467845);(5.62162,1.16432);(6.10536,-1.01042);(3.3056,-3.78659);(14.3326,0.811783);(16.1163,-0.458523);(13.5756,0.669791);(2.94426,-2.41172);(15.524,0.737292);(3.32084,3.22955);(4.57891,-1.12865);(12.0496,0.190973);(11.5042,-1.2562);(7.59037,0.979212);(16.0972,-0.362099);(18.146,0.0803613);(8.60024,-1.05688);(10.6801,0.677563);(8.95205,-1.00791)
11.25;(8.741,0.126256);(14.6206,-0.468125);(5.68619,1.1588);(6.17307,-1.00502);(3.31252,-3.77073);(14.3711,0.806203);(16.185,-0.452675);(13.6453,0.662813);(2.96292,-2.4017);(15.6107,0.736612);(3.3196,3.21577);(4.64704,-1.11844);(12.1106,0.191942);(11.5755,-1.24945);(7.66345,0.979356);(16.1718,-0.362387);(18.2201,0.0779713);(8.66473,-1.05395);(10.7436,0.67313);(9.02516,-1.00632)
11.3;(8.80808,0.127);(14.691,-0.467824);(5.75086,1.15337);(6.24082,-0.999663);(3.30852,-3.75482);(14.4313,0.815389);(16.2544,-0.45903);(13.6971,0.640823);(2.98074,-2.39174);(15.6942,0.74749);(3.32485,3.20204);(4.71577,-1.10873);(12.1699,0.195185);(11.6483,-1.24511);(7.73684,0.979373);(16.2456,-0.36206);(18.2942,0.0755056);(8.72901,-1.05159);(10.8071,0.668706);(9.09803,-1.00431)
11.35;(8.87515,0.126987);(14.7612,-0.466987);(5.81559,1.14801);(6.30861,-0.994344);(3.31162,-3.73887);(14.4929,0.822704);(16.3236,-0.464022);(13.751,0.620357);(2.99777,-2.38186);(15.7755,0.756413);(3.32471,3.18835);(4.78503,-1.09947);(12.2301,0.198145);(11.7206,-1.24034);(7.81036,0.979421);(16.3189,-0.361164);(18.3682,0.0729679);(8.79339,-1.04887);(10.8701,0.664132);(9.17069,-1.00192)
11.4;(8.94246,0.127659);(14.8313,-0.465657);(5.88039,1.14273);(6.37644,-0.989059);(3.31881,-3.72289);(14.5557,0.828302);(16.3927,-0.467754);(13.8067,0.601246);(3.01406,-2.37205);(15.8546,0.763534);(3.33097,3.17471);(4.85479,-1.09063);(12.2903,0.200685);(11.7925,-1.23512);(7.88416,0.979393);(16.3916,-0.359741);(18.4421,0.0703621);(8.85746,-1.04712);(10.9331,0.659589);(9.24315,-0.999173)
11.45;(9.00981,0.127465);(14.9014,-0.463875);(5.94523,1.13751);(6.44431,-0.983805);(3.31087,-3.70866);(14.6197,0.832322);(16.4618,-0.470322);(13.864,0.583341);(3.03013,-2.36051);(15.9319,0.768991);(3.32403,3.16112);(4.925,-1.08217);(12.3507,0.202842);(11.8642,-1.22946);(7.95797,0.979508);(16.4638,-0.357829);(18.516,0.0676912);(8.92164,-1.04496);(10.9963,0.655073);(9.31543,-0.996112)
11.5;(9.0773,0.12732);(14.9713,-0.461675);(6.01012,1.13236);(6.5122,-0.978579);(3.31041,-3.69426);(14.6847,0.834894);(16.5307,-0.471814);(13.9228,0.566509);(3.04507,-2.34921);(16.0075,0.772915);(3.32413,3.14757);(4.99563,-1.07406);(12.4112,0.204651);(11.9356,-1.22335);(8.03206,0.979534);(16.5355,-0.355466);(18.5898,0.0649583);(8.98556,-1.04305);(11.0595,0.650583);(9.38754,-0.992764)
11.55;(9.14463,0.126499);(15.0412,-0.459093);(6.07504,1.12726);(6.58012,-0.973378);(3.31672,-3.6797);(14.7507,0.836135);(16.5996,-0.47231);(13.9829,0.550627);(3.05933,-2.3381);(16.0815,0.775423);(3.3306,3.13408);(5.06664,-1.06628);(12.4718,0.206142);(12.0068,-1.21681);(8.10633,0.979574);(16.6068,-0.352684);(18.6635,0.0621662);(9.04962,-1.04074);(11.1229,0.646116);(9.45948,-0.989154)
11.6;(9.21239,0.1271);(15.111,-0.456158);(6.14,1.12222);(6.64809,-0.968211);(3.31432,-3.665);(14.8175,0.836153);(16.6684,-0.471884);(14.0443,0.535518);(3.07293,-2.32714);(16.1541,0.776623);(3.32252,3.12064);(5.13798,-1.05877);(12.5325,0.207341);(12.0777,-1.20977);(8.1809,0.979618);(16.6777,-0.349514);(18.7372,0.0593171);(9.11308,-1.0401);(11.1863,0.641669);(9.53128,-0.985304)
11.65;(9.28029,0.126605);(15.1807,-0.452898);(6.20497,1.11723);(6.71612,-0.963077);(3.31889,-3.65019);(14.885,0.835049);(16.7371,-0.470604);(14.1065,0.52122);(3.08588,-2.31616);(16.2253,0.777054);(3.32157,3.10725);(5.20959,-1.05152);(12.5933,0.208273);(12.1487,-1.20236);(8.25527,0.980019);(16.7484,-0.346422);(18.8108,0.0564134);(9.17671,-1.03895);(11.2498,0.637241);(9.60294,-0.981234)
11.7;(9.3453,0.129393);(15.2505,-0.449715);(6.26997,1.11228);(6.78421,-0.957973);(3.32255,-3.63527);(14.9531,0.833287);(16.8058,-0.468535);(14.1695,0.507669);(3.09815,-2.30497);(16.295,0.776807);(3.32711,3.0939);(5.28145,-1.04451);(12.6538,0.210192);(12.22,-1.19586);(8.32997,0.980325);(16.819,-0.343434);(18.8845,0.0534569);(9.2405,-1.03732);(11.3134,0.632828);(9.67698,-0.980823)
11.75;(9.41321,0.128146);(15.3207,-0.44693);(6.33498,1.10738);(6.85239,-0.952897);(3.3281,-3.62027);(15.0214,0.83125);(16.8745,-0.465828);(14.2332,0.494803);(3.10972,-2.29324);(16.3633,0.775894);(3.32522,3.08061);(5.35352,-1.03771);(12.7144,0.211769);(12.2914,-1.18894);(8.40197,0.983688);(16.8896,-0.340404);(18.958,0.0504492);(9.30443,-1.03525);(11.377,0.628431);(9.7507,-0.979867)
11.8;(9.48149,0.129003);(15.391,-0.444504);(6.4,1.10252);(6.92066,-0.947846);(3.32618,-3.60519);(15.09,0.828931);(16.9432,-0.462625);(14.2976,0.482568);(3.12049,-2.28039);(16.4307,0.774125);(3.3299,3.06737);(5.42576,-1.03111);(12.7751,0.213035);(12.3627,-1.18165);(8.47469,0.986112);(16.9599,-0.336974);(19.0316,0.0473917);(9.36755,-1.03485);(11.4407,0.624052);(9.82414,-0.978414)
11.85;(9.54918,0.12971);(15.4615,-0.44246);(6.46502,1.09769);(6.98902,-0.942816);(3.33118,-3.59005);(15.1589,0.826354);(17.0121,-0.45911);(14.3625,0.470912);(3.12728,-2.26246);(16.497,0.771763);(3.33105,3.05418);(5.49815,-1.0247);(12.8362,0.214134);(12.4341,-1.174);(8.54808,0.987679);(17.0298,-0.333175);(19.1051,0.0442855);(9.43087,-1.0339);(11.5041,0.619572);(9.8973,-0.97651)
11.9;(9.61647,0.12966);(15.532,-0.440817);(6.53006,1.0929);(7.05747,-0.937803);(3.33109,-3.57486);(15.2279,0.823526);(17.0814,-0.455288);(14.4279,0.45979);(3.13952,-2.24538);(16.5624,0.768902);(3.33848,3.04105);(5.57066,-1.01845);(12.8969,0.21652);(12.5059,-1.16759);(8.62193,0.989084);(17.0995,-0.32903);(19.1786,0.0411315);(9.49437,-1.03245);(11.5675,0.615126);(9.97021,-0.974207)
11.95;(9.68326,0.129542);(15.6026,-0.439574);(6.59509,1.08814);(7.12602,-0.932806);(3.33776,-3.55963);(15.2967,0.82044);(17.1506,-0.450838);(14.4939,0.449158);(3.1567,-2.22908);(16.6276,0.765296);(3.31929,3.02797);(5.64328,-1.01235);(12.9577,0.218512);(12.5777,-1.16073);(8.69633,0.989717);(17.169,-0.324566);(19.252,0.03793);(9.55804,-1.03053);(11.631,0.610711);(10.0429,-0.971531)
12;(9.75009,0.12822);(15.6732,-0.438655);(6.66013,1.08341);(7.19465,-0.927819);(3.32555,-3.54437);(15.3654,0.817049);(17.2227,-0.447495);(14.5602,0.438977);(3.15757,-2.2089);(16.6858,0.765792);(3.30827,3.01495);(5.716,-1.0064);(13.0186,0.220142);(12.6495,-1.15348);(8.77075,0.990789);(17.2421,-0.322877);(19.3255,0.0346811);(9.62186,-1.0282);(11.6946,0.606326);(10.1153,-0.968517)
12.05;(9.81765,0.130848);(15.7438,-0.437758);(6.72517,1.0787);(7.26337,-0.922842);(3.32121,-3.52909);(15.4267,0.812814);(17.2945,-0.443449);(14.627,0.429212);(3.16444,-2.18979);(16.7517,0.765516);(3.30466,3.00197);(5.7888,-1.00058);(13.0795,0.221445);(12.7212,-1.14586);(8.84567,0.991109);(17.3147,-0.320619);(19.3989,0.0313845);(9.68462,-1.02938);(11.7583,0.601968);(10.1876,-0.965196)
12.1;(9.88705,0.130407);(15.8144,-0.436321);(6.7902,1.07402);(7.33218,-0.91787);(3.32403,-3.5138);(15.4893,0.807739);(17.3659,-0.438749);(14.6941,0.419828);(3.17674,-2.17166);(16.8169,0.764028);(3.30779,2.98905);(5.86167,-0.994886);(13.136,0.230548);(12.7974,-1.14601);(8.91869,0.993495);(17.3867,-0.317829);(19.4723,0.0280392);(9.74761,-1.02985);(11.822,0.597634);(10.2597,-0.961595)
12.15;(9.95382,0.132944);(15.8847,-0.434508);(6.85523,1.06937);(7.40106,-0.912903);(3.33099,-3.49851);(15.5531,0.8019);(17.437,-0.433437);(14.7616,0.410819);(3.19398,-2.15442);(16.8814,0.761543);(3.31478,2.97619);(5.9346,-0.989308);(13.1981,0.240298);(12.8731,-1.14512);(8.99234,0.994996);(17.4583,-0.314544);(19.5457,0.0246435);(9.81081,-1.02967);(11.8807,0.591641);(10.3335,-0.960741)
12.2;(10.0215,0.133296);(15.9547,-0.432496);(6.92026,1.06473);(7.47002,-0.907936);(3.31991,-3.48321);(15.6178,0.795357);(17.5078,-0.427556);(14.8294,0.40215);(3.1845,-2.12531);(16.9456,0.75828);(3.30938,2.96337);(6.00759,-0.983838);(13.2602,0.248944);(12.9483,-1.14327);(9.06519,0.997562);(17.5294,-0.310795);(19.5457,0.0246435);(9.8742,-1.0289);(11.9399,0.585954);(10.4069,-0.959498)
12.25;(10.0886,0.133561);(16.0266,-0.433647);(6.98529,1.06012);(7.53905,-0.90297);(3.3166,-3.46792);(15.6811,0.791393);(17.5783,-0.421143);(14.8975,0.393785);(3.18196,-2.09815);(17.0095,0.754417);(3.31089,2.95063);(6.08062,-0.978469);(13.3221,0.25658);(13.0232,-1.14054);(9.13868,0.999216);(17.6002,-0.306614);(19.5457,0.0246435);(9.93777,-1.02758);(11.9997,0.580511);(10.4801,-0.957882)
12.3;(10.1551,0.133741);(16.0982,-0.434375);(7.0503,1.05553);(7.60815,-0.898002);(3.32036,-3.45265);(15.7455,0.786531);(17.6485,-0.414233);(14.9659,0.385694);(3.18572,-2.07277);(17.073,0.749938);(3.31868,2.93796);(6.1537,-0.973196);(13.3841,0.263289);(13.0977,-1.13698);(9.21277,1.00004);(17.6705,-0.302028);(19.5457,0.0246435);(10.0015,-1.02577);(12.06,0.575281);(10.553,-0.955913)
