time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
28.6498;(20.5606,-0.773208);(21.9382,0.0461407);(18.203,1.24411);(19.5035,0.212074);(3.21488,-7.27477);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9717,-0.281709);(21.3606,2.06581);(3.23142,7.26001);(19.1163,-1.12306);(19.7889,0.426113);(21.8497,-1.51835);(19.6756,1.7316);(19.6155,-0.194906);(19.5457,0.0246435);(20.3402,-2.1484);(20.7574,0.743276);(19.806,-0.454773)
28.6998;(20.5453,-0.78539);(21.9609,0.0413609);(18.2005,1.23786);(19.4728,0.191788);(3.21998,-7.24553);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9702,-0.276037);(21.3558,2.0645);(3.23834,7.25642);(19.1122,-1.10511);(19.7889,0.426113);(21.8788,-1.52574);(19.6717,1.74588);(19.6155,-0.194906);(19.5457,0.0246435);(20.3545,-2.15049);(20.7819,0.759738);(19.806,-0.454773)
28.7498;(20.528,-0.791737);(21.9751,0.0368882);(18.2032,1.23076);(19.4586,0.218706);(3.23902,-7.23911);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9554,-0.272004);(21.3502,2.08394);(3.25515,7.2734);(19.1035,-1.13694);(19.7889,0.426113);(21.9,-1.52821);(19.6696,1.75155);(19.6155,-0.194906);(19.5457,0.0246435);(20.3665,-2.14639);(20.7982,0.745279);(19.806,-0.454773)
28.7998;(20.5092,-0.792729);(21.9815,0.0327098);(18.1987,1.22561);(19.4601,0.231987);(3.2186,-7.25337);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9481,-0.267537);(21.342,2.09694);(3.2413,7.25089);(19.0999,-1.16035);(19.7889,0.426113);(21.914,-1.52626);(19.6725,1.75345);(19.6155,-0.194906);(19.5457,0.0246435);(20.3764,-2.13668);(20.8087,0.728114);(19.806,-0.454773)
28.8498;(20.489,-0.788808);(21.985,0.0283443);(18.1999,1.21843);(19.467,0.240125);(3.21655,-7.252);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9472,-0.263568);(21.3316,2.10407);(3.2449,7.2507);(19.1009,-1.17609);(19.7889,0.426113);(21.9214,-1.52031);(19.6769,1.7493);(19.6155,-0.194906);(19.5457,0.0246435);(20.3843,-2.12202);(20.8099,0.709172);(19.806,-0.454773)
28.8998;(20.4678,-0.780514);(21.9815,0.0254237);(18.2066,1.21013);(19.4788,0.242727);(3.23115,-7.27087);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9517,-0.260642);(21.3193,2.10586);(3.2632,7.27077);(19.106,-1.18483);(19.7889,0.426113);(21.9231,-1.51188);(19.6825,1.74041);(19.6155,-0.194906);(19.5457,0.0246435);(20.3903,-2.10307);(20.8066,0.688399);(19.806,-0.454773)
28.9498;(20.4553,-0.790057);(21.9717,0.0243016);(18.2182,1.20107);(19.4686,0.263221);(3.23539,-7.24083);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.961,-0.25882);(21.3051,2.10279);(3.25164,7.25074);(19.1148,-1.18723);(19.7889,0.426113);(21.9197,-1.50163);(19.6887,1.72723);(19.6155,-0.194906);(19.5457,0.0246435);(20.3946,-2.08062);(20.8165,0.665135);(19.806,-0.454773)
28.9998;(20.4455,-0.749677);(22.0081,0.00373026);(18.2182,1.19907);(19.4699,0.252701);(3.2542,-7.23366);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9748,-0.25801);(21.2893,2.0953);(3.25734,7.25279);(19.1072,-1.1894);(19.7889,0.426113);(21.9133,-1.49095);(19.7068,1.72643);(19.6155,-0.194906);(19.5457,0.0246435);(20.4023,-2.10806);(20.7795,0.659303);(19.806,-0.454773)
29.0498;(20.4581,-0.754016);(22.0346,-0.0149482);(18.2228,1.19434);(19.4213,0.246204);(3.22698,-7.24599);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9904,-0.257134);(21.2846,2.08738);(3.27417,7.27465);(19.1044,-1.1858);(19.7889,0.426113);(21.9022,-1.47713);(19.7128,1.71657);(19.6155,-0.194906);(19.5457,0.0246435);(20.4081,-2.127);(20.7685,0.696215);(19.806,-0.454773)
29.0998;(20.458,-0.749978);(22.0523,-0.0318501);(18.2236,1.23016);(19.4225,0.234095);(3.21878,-7.25443);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9599,-0.275682);(21.2997,2.10503);(3.26734,7.25247);(19.1093,-1.18199);(19.7889,0.426113);(21.8955,-1.46361);(19.6741,1.72592);(19.6155,-0.194906);(19.5457,0.0246435);(20.4123,-2.13821);(20.7725,0.685433);(19.806,-0.454773)
29.1498;(20.4564,-0.745277);(22.0619,-0.0470873);(18.1924,1.25239);(19.4272,0.228221);(3.2278,-7.27131);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9383,-0.291693);(21.3106,2.11633);(3.27737,7.25255);(19.1161,-1.1798);(19.7889,0.426113);(21.885,-1.44767);(19.6771,1.73396);(19.6155,-0.194906);(19.5457,0.0246435);(20.415,-2.14242);(20.7731,0.675323);(19.806,-0.454773)
29.1998;(20.453,-0.741718);(22.0797,-0.0362685);(18.1691,1.26913);(19.4339,0.22435);(3.24329,-7.24417);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9247,-0.305363);(21.3176,2.12188);(3.28033,7.27282);(19.1253,-1.17436);(19.7889,0.426113);(21.8564,-1.45429);(19.6812,1.73395);(19.6155,-0.194906);(19.5457,0.0246435);(20.4162,-2.14028);(20.7712,0.666845);(19.806,-0.454773)
29.2498;(20.4546,-0.738058);(22.0894,-0.0263395);(18.1529,1.28088);(19.4401,0.223766);(3.23717,-7.23963);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9185,-0.316876);(21.3209,2.12221);(3.29359,7.24416);(19.132,-1.16819);(19.7889,0.426113);(21.8348,-1.4504);(19.6863,1.72664);(19.6155,-0.194906);(19.5457,0.0246435);(20.4066,-2.13815);(20.7688,0.658841);(19.806,-0.454773)
29.2998;(20.4498,-0.730305);(22.0919,-0.0172489);(18.1431,1.28811);(19.4475,0.221534);(3.24815,-7.2556);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9189,-0.326401);(21.3211,2.11781);(3.26963,7.23834);(19.141,-1.15806);(19.7889,0.426113);(21.8147,-1.44622);(19.6922,1.71318);(19.6155,-0.194906);(19.5457,0.0246435);(20.3963,-2.13086);(20.7664,0.652229);(19.806,-0.454773)
29.3498;(20.4555,-0.728207);(22.0876,-0.00894695);(18.1392,1.29123);(19.4495,0.226363);(3.25625,-7.24497);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9253,-0.334096);(21.3183,2.10911);(3.26415,7.25325);(19.1439,-1.15087);(19.7889,0.426113);(21.7922,-1.43797);(19.6982,1.69704);(19.6155,-0.194906);(19.5457,0.0246435);(20.385,-2.11875);(20.7672,0.647407);(19.806,-0.454773)
29.3998;(20.4462,-0.714503);(22.082,-8.0131e-05);(18.1406,1.29063);(19.4543,0.221005);(3.26989,-7.25539);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.937,-0.340122);(21.3127,2.09677);(3.2754,7.24912);(19.149,-1.13717);(19.7889,0.426113);(21.7796,-1.43413);(19.706,1.68373);(19.6155,-0.194906);(19.5457,0.0246435);(20.3739,-2.10416);(20.7607,0.638043);(19.806,-0.454773)
29.4498;(20.4583,-0.731771);(22.0708,0.00774786);(18.1468,1.28666);(19.4396,0.244339);(3.25942,-7.26714);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9471,-0.343801);(21.3054,2.0816);(3.27385,7.26557);(19.1503,-1.13601);(19.7889,0.426113);(21.7631,-1.42659);(19.7126,1.66763);(19.6155,-0.194906);(19.5457,0.0246435);(20.3635,-2.08712);(20.7656,0.644323);(19.806,-0.454773)
29.4998;(20.4619,-0.699767);(22.0591,0.0111519);(18.149,1.28437);(19.4192,0.230986);(3.26648,-7.27078);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9602,-0.344763);(21.2991,2.07332);(3.28868,7.24584);(19.1529,-1.12821);(19.7889,0.426113);(21.7746,-1.4278);(19.7331,1.67357);(19.6155,-0.194906);(19.5457,0.0246435);(20.3366,-2.11728);(20.7653,0.639221);(19.806,-0.454773)
29.5498;(20.4498,-0.715228);(22.0469,0.0122935);(18.156,1.27885);(19.4197,0.250418);(3.28083,-7.29241);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9567,-0.348797);(21.2998,2.06255);(3.25827,7.24742);(19.1677,-1.14528);(19.7889,0.426113);(21.7799,-1.4247);(19.7439,1.67126);(19.6155,-0.194906);(19.5457,0.0246435);(20.3112,-2.13865);(20.7721,0.683606);(19.806,-0.454773)
29.5998;(20.4688,-0.707606);(22.0293,0.0129625);(18.1628,1.27048);(19.425,0.258925);(3.28124,-7.26601);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9597,-0.351428);(21.3241,2.09581);(3.24689,7.269);(19.1522,-1.17194);(19.7889,0.426113);(21.7794,-1.41769);(19.7174,1.67961);(19.6155,-0.194906);(19.5457,0.0246435);(20.2873,-2.15203);(20.7801,0.678003);(19.806,-0.454773)
29.6498;(20.4722,-0.704274);(22.0334,0.00538228);(18.1739,1.25946);(19.4356,0.264046);(3.29823,-7.26209);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9684,-0.352775);(21.3432,2.12131);(3.24559,7.24161);(19.1389,-1.18841);(19.7889,0.426113);(21.7773,-1.41106);(19.6946,1.67985);(19.6155,-0.194906);(19.5457,0.0246435);(20.2682,-2.16021);(20.7632,0.689429);(19.806,-0.454773)
29.6998;(20.4717,-0.696256);(22.0328,0.00187572);(18.181,1.23881);(19.4309,0.253323);(3.26677,-7.27052);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9821,-0.35342);(21.3575,2.13976);(3.26059,7.23699);(19.1297,-1.19688);(19.7889,0.426113);(21.7686,-1.4045);(19.6835,1.68047);(19.6155,-0.194906);(19.5457,0.0246435);(20.2513,-2.16244);(20.7635,0.70851);(19.806,-0.454773)
29.7498;(20.4677,-0.683865);(22.0257,-0.00131254);(18.1904,1.22248);(19.4395,0.241396);(3.25479,-7.28468);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9954,-0.359127);(21.3676,2.15183);(3.2477,7.25301);(19.1242,-1.19784);(19.7889,0.426113);(21.7557,-1.39475);(19.6747,1.67374);(19.6155,-0.194906);(19.5457,0.0246435);(20.2365,-2.15952);(20.7594,0.721792);(19.806,-0.454773)
29.7998;(20.4859,-0.684356);(22.0148,-0.00114614);(18.204,1.20531);(19.4282,0.244603);(3.26045,-7.26572);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(18.0054,-0.355907);(21.3738,2.15811);(3.25218,7.24374);(19.1301,-1.20021);(19.7889,0.426113);(21.7372,-1.38485);(19.6682,1.66034);(19.6155,-0.194906);(19.5457,0.0246435);(20.2235,-2.15205);(20.7514,0.729762);(19.806,-0.454773)
29.8498;(20.4612,-0.659271);(22.0021,0.00266355);(18.2066,1.19763);(19.4379,0.232826);(3.27748,-7.26858);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(18.0147,-0.359745);(21.3764,2.15914);(3.27015,7.25555);(19.1318,-1.18822);(19.7889,0.426113);(21.7522,-1.39785);(19.6702,1.64981);(19.6155,-0.194906);(19.5457,0.0246435);(20.2189,-2.14782);(20.7399,0.732864);(19.806,-0.454773)
29.8998;(20.4728,-0.668495);(21.9843,0.00609251);(18.2134,1.18754);(19.4119,0.256115);(3.24742,-7.28824);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(18.0206,-0.358393);(21.3758,2.1554);(3.23827,7.26352);(19.14,-1.18583);(19.7889,0.426113);(21.7606,-1.40546);(19.6634,1.64266);(19.6155,-0.194906);(19.5457,0.0246435);(20.2132,-2.1388);(20.7435,0.732168);(19.806,-0.454773)
29.9498;(20.4799,-0.672147);(21.9712,0.00141154);(18.1884,1.19859);(19.4094,0.235255);(3.22769,-7.25898);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(18.0317,-0.35742);(21.3723,2.1474);(3.22548,7.28021);(19.1477,-1.1735);(19.7889,0.426113);(21.7631,-1.40823);(19.6774,1.65069);(19.6155,-0.194906);(19.5457,0.0246435);(20.2114,-2.12914);(20.7331,0.735093);(19.806,-0.454773)
29.9998;(20.4807,-0.672549);(21.9554,-0.000982451);(18.1708,1.20528);(19.426,0.253145);(3.22627,-7.25253);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(18.0368,-0.354451);(21.3682,2.13519);(3.22889,7.24959);(19.1562,-1.19668);(19.7889,0.426113);(21.7602,-1.40668);(19.6895,1.65099);(19.6155,-0.194906);(19.5457,0.0246435);(20.2096,-2.11466);(20.7194,0.733741);(19.806,-0.454773)
30.0498;(20.4777,-0.665551);(21.9364,-0.00178417);(18.1598,1.20804);(19.3988,0.246818);(3.24148,-7.26679);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(18.0473,-0.350704);(21.3638,2.11959);(3.24735,7.24208);(19.1286,-1.19445);(19.7889,0.426113);(21.7524,-1.40116);(19.6975,1.67079);(19.6155,-0.194906);(19.5457,0.0246435);(20.2452,-2.11707);(20.7556,0.729155);(19.806,-0.454773)
30.0998;(20.4688,-0.655862);(21.9531,-0.0376194);(18.1549,1.20724);(19.4126,0.257032);(3.23727,-7.25879);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(18.0116,-0.32806);(21.3568,2.10085);(3.22409,7.25549);(19.128,-1.22403);(19.7889,0.426113);(21.7458,-1.37876);(19.7061,1.68145);(19.6155,-0.194906);(19.5457,0.0246435);(20.2711,-2.12646);(20.7537,0.756923);(19.806,-0.454773)
30.1498;(20.4612,-0.652125);(21.9862,-0.0262157);(18.1554,1.20321);(19.4266,0.273359);(3.24996,-7.27162);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9852,-0.306516);(21.3754,2.1218);(3.21909,7.25695);(19.1316,-1.24519);(19.7889,0.426113);(21.7193,-1.40221);(19.7033,1.69194);(19.6155,-0.194906);(19.5457,0.0246435);(20.2936,-2.12899);(20.7355,0.737427);(19.806,-0.454773)
30.1998;(20.449,-0.6659);(22.0098,-0.0157832);(18.161,1.19626);(19.3912,0.281047);(3.25209,-7.26842);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9673,-0.286045);(21.3893,2.13615);(3.23066,7.27848);(19.1384,-1.25857);(19.7889,0.426113);(21.7214,-1.40192);(19.702,1.69414);(19.6155,-0.194906);(19.5457,0.0246435);(20.2822,-2.14272);(20.7644,0.734723);(19.806,-0.454773)
30.2498;(20.4415,-0.668729);(22.0273,-0.00657098);(18.1503,1.20842);(19.3924,0.265225);(3.27031,-7.28558);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9505,-0.268224);(21.3989,2.14454);(3.2414,7.25002);(19.1396,-1.26563);(19.7889,0.426113);(21.7181,-1.39742);(19.7021,1.68883);(19.6155,-0.194906);(19.5457,0.0246435);(20.2731,-2.15339);(20.7838,0.728467);(19.806,-0.454773)
30.2998;(20.4381,-0.671089);(22.0368,0.00180906);(18.1456,1.21616);(19.3929,0.253591);(3.25379,-7.26679);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9414,-0.251259);(21.4046,2.1475);(3.25123,7.24444);(19.1444,-1.26695);(19.7889,0.426113);(21.7099,-1.38911);(19.7035,1.6767);(19.6155,-0.194906);(19.5457,0.0246435);(20.2641,-2.15705);(20.7971,0.718756);(19.806,-0.454773)
30.3498;(20.4338,-0.668841);(22.0389,0.00940746);(18.1469,1.22073);(19.3971,0.243251);(3.25534,-7.2698);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9386,-0.235982);(21.4067,2.14556);(3.26139,7.2596);(19.1514,-1.26452);(19.7889,0.426113);(21.6988,-1.3775);(19.7061,1.65843);(19.6155,-0.194906);(19.5457,0.0246435);(20.2552,-2.15435);(20.8048,0.705975);(19.806,-0.454773)
30.3998;(20.4344,-0.665124);(22.0345,0.016251);(18.1538,1.22311);(19.3991,0.237856);(3.27321,-7.2916);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9416,-0.222972);(21.4056,2.13919);(3.26839,7.25098);(19.1569,-1.25689);(19.7889,0.426113);(21.686,-1.36425);(19.7098,1.63611);(19.6155,-0.194906);(19.5457,0.0246435);(20.2485,-2.14966);(20.8072,0.691342);(19.806,-0.454773)
30.4498;(20.423,-0.663537);(22.034,0.0226482);(18.1659,1.22358);(19.403,0.226919);(3.26984,-7.26814);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9495,-0.212135);(21.4015,2.12889);(3.28228,7.26336);(19.1645,-1.24738);(19.7889,0.426113);(21.6768,-1.35253);(19.7165,1.61622);(19.6155,-0.194906);(19.5457,0.0246435);(20.2416,-2.13944);(20.7995,0.684281);(19.806,-0.454773)
30.4998;(20.4419,-0.664547);(22.0272,0.0283824);(18.1826,1.22229);(19.3951,0.236321);(3.28335,-7.2669);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9621,-0.203282);(21.3947,2.11496);(3.26228,7.26591);(19.1548,-1.24636);(19.7889,0.426113);(21.6636,-1.33796);(19.7159,1.60035);(19.6155,-0.194906);(19.5457,0.0246435);(20.2369,-2.12927);(20.7987,0.668956);(19.806,-0.454773)
30.5498;(20.4137,-0.649116);(22.0148,0.0332228);(18.1927,1.22661);(19.397,0.221293);(3.26545,-7.28581);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9721,-0.199579);(21.3855,2.09805);(3.26033,7.28788);(19.15,-1.23966);(19.7889,0.426113);(21.6935,-1.34877);(19.7308,1.5961);(19.6155,-0.194906);(19.5457,0.0246435);(20.2318,-2.11412);(20.7915,0.667503);(19.806,-0.454773)
30.5998;(20.4292,-0.657828);(21.9992,0.0362862);(18.2069,1.22714);(19.363,0.241024);(3.25875,-7.25599);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9854,-0.194068);(21.3795,2.08168);(3.26517,7.2603);(19.1379,-1.25496);(19.7889,0.426113);(21.7154,-1.35439);(19.7353,1.59425);(19.6155,-0.194906);(19.5457,0.0246435);(20.2267,-2.09491);(20.783,0.650748);(19.806,-0.454773)
30.6498;(20.4402,-0.660933);(21.9898,0.0381356);(18.1947,1.26038);(19.3785,0.254366);(3.26924,-7.249);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9644,-0.218834);(21.371,2.06275);(3.28238,7.2555);(19.1309,-1.2631);(19.7889,0.426113);(21.73,-1.35535);(19.7415,1.5856);(19.6155,-0.194906);(19.5457,0.0246435);(20.2212,-2.07199);(20.76,0.632272);(19.806,-0.454773)
30.6998;(20.4573,-0.645486);(21.9752,0.0392339);(18.1887,1.2871);(19.349,0.246086);(3.27333,-7.2627);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9514,-0.240653);(21.3623,2.04172);(3.25211,7.26636);(19.1285,-1.26486);(19.7889,0.426113);(21.738,-1.35208);(19.7523,1.5964);(19.6155,-0.194906);(19.5457,0.0246435);(20.2053,-2.05948);(20.7869,0.6161);(19.806,-0.454773)
30.7498;(20.4459,-0.671162);(22.0058,0.0189733);(18.1881,1.30784);(19.3281,0.236334);(3.29069,-7.25967);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9457,-0.259736);(21.3508,2.01938);(3.24082,7.2739);(19.1096,-1.24736);(19.7889,0.426113);(21.7399,-1.34576);(19.7633,1.59887);(19.6155,-0.194906);(19.5457,0.0246435);(20.211,-2.05545);(20.7804,0.637134);(19.806,-0.454773)
30.7998;(20.4331,-0.648435);(22.0271,0.000527957);(18.1924,1.32314);(19.3179,0.240277);(3.25984,-7.26992);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9283,-0.269373);(21.3641,2.02587);(3.2467,7.28995);(19.112,-1.24761);(19.7889,0.426113);(21.7364,-1.33594);(19.7477,1.6134);(19.6155,-0.194906);(19.5457,0.0246435);(20.2148,-2.08701);(20.7702,0.608305);(19.806,-0.454773)
30.8498;(20.4031,-0.672694);(22.0401,-0.0162111);(18.1969,1.33231);(19.3085,0.242097);(3.24841,-7.27844);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9185,-0.277328);(21.3731,2.02717);(3.26277,7.25705);(19.1178,-1.2423);(19.7889,0.426113);(21.7279,-1.32293);(19.7391,1.62045);(19.6155,-0.194906);(19.5457,0.0246435);(20.2177,-2.1096);(20.7771,0.626438);(19.806,-0.454773)
30.8998;(20.4196,-0.678279);(22.0454,-0.0313493);(18.204,1.33667);(19.306,0.241657);(3.25455,-7.29067);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9158,-0.283738);(21.3802,2.02603);(3.24261,7.24741);(19.0751,-1.24933);(19.7889,0.426113);(21.7148,-1.30706);(19.7343,1.61989);(19.6155,-0.194906);(19.5457,0.0246435);(20.2197,-2.12406);(20.7768,0.636911);(19.806,-0.454773)
30.9498;(20.3929,-0.663757);(22.076,-0.00539815);(18.2135,1.33692);(19.3096,0.239175);(3.2714,-7.28047);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9147,-0.265391);(21.3835,2.02041);(3.24048,7.25891);(19.0451,-1.27344);(19.7889,0.426113);(21.704,-1.34114);(19.7329,1.61218);(19.6155,-0.194906);(19.5457,0.0246435);(20.2209,-2.13114);(20.7719,0.642657);(19.806,-0.454773)
30.9998;(20.3986,-0.677697);(22.0974,0.0181668);(18.2252,1.33373);(19.2862,0.265993);(3.2424,-7.29021);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9196,-0.247773);(21.3834,2.01075);(3.2547,7.26646);(19.0222,-1.28974);(19.7889,0.426113);(21.6889,-1.36791);(19.7313,1.6);(19.6155,-0.194906);(19.5457,0.0246435);(20.2213,-2.13152);(20.7662,0.642462);(19.806,-0.454773)
31.0498;(20.4022,-0.682366);(22.1104,0.0394943);(18.2092,1.36339);(19.3058,0.267401);(3.23256,-7.29413);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9192,-0.243752);(21.3801,1.99741);(3.24851,7.28359);(19.0055,-1.29898);(19.7889,0.426113);(21.6757,-1.38818);(19.7309,1.58311);(19.6155,-0.194906);(19.5457,0.0246435);(20.2142,-2.12868);(20.7597,0.63673);(19.806,-0.454773)
31.0998;(20.4026,-0.681672);(22.1158,0.0587268);(18.1995,1.38665);(19.3131,0.238146);(3.24009,-7.31468);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9249,-0.23939);(21.3742,1.98094);(3.25617,7.25267);(18.9947,-1.30183);(19.7889,0.426113);(21.6585,-1.40229);(19.7296,1.58783);(19.6155,-0.194906);(19.5457,0.0246435);(20.2071,-2.12008);(20.7679,0.628438);(19.806,-0.454773)
31.1498;(20.4179,-0.682037);(22.1142,0.0760005);(18.1955,1.40409);(19.3072,0.216447);(3.24999,-7.28529);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9362,-0.23473);(21.3656,1.96453);(3.27028,7.24484);(18.9891,-1.29889);(19.7889,0.426113);(21.638,-1.4109);(19.7297,1.5848);(19.6155,-0.194906);(19.5457,0.0246435);(20.2004,-2.10714);(20.7707,0.614121);(19.806,-0.454773)
31.1998;(20.4154,-0.666247);(22.1064,0.0914441);(18.1966,1.4162);(19.3266,0.201211);(3.26054,-7.2787);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9359,-0.227547);(21.3548,1.94507);(3.25666,7.25794);(18.9856,-1.29889);(19.7889,0.426113);(21.6313,-1.44213);(19.731,1.57477);(19.6155,-0.194906);(19.5457,0.0246435);(20.1893,-2.08985);(20.77,0.614053);(19.806,-0.454773)
31.2498;(20.448,-0.686043);(22.1015,0.106318);(18.2023,1.42347);(19.3052,0.214993);(3.26686,-7.29278);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9416,-0.220346);(21.3459,1.93604);(3.26049,7.25967);(18.9806,-1.29178);(19.7889,0.426113);(21.6202,-1.46603);(19.7306,1.55953);(19.6155,-0.194906);(19.5457,0.0246435);(20.1842,-2.0712);(20.7608,0.609222);(19.806,-0.454773)
31.2998;(20.4522,-0.664707);(22.0906,0.11949);(18.2114,1.4311);(19.3068,0.230509);(3.28245,-7.26776);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9388,-0.222799);(21.3347,1.92341);(3.27845,7.28132);(18.9803,-1.27985);(19.7889,0.426113);(21.629,-1.51994);(19.7266,1.54258);(19.6155,-0.194906);(19.5457,0.0246435);(20.179,-2.04849);(20.7527,0.597075);(19.806,-0.454773)
31.3498;(20.4447,-0.691985);(22.0763,0.130639);(18.2238,1.43489);(19.297,0.197324);(3.2528,-7.26405);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9424,-0.224366);(21.3205,1.90876);(3.26968,7.26072);(18.982,-1.26311);(19.7889,0.426113);(21.6321,-1.56428);(19.7424,1.57081);(19.6155,-0.194906);(19.5457,0.0246435);(20.1759,-2.02306);(20.7537,0.634111);(19.806,-0.454773)
31.3998;(20.448,-0.670448);(22.058,0.139437);(18.2398,1.43458);(19.3026,0.211747);(3.24245,-7.28076);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9478,-0.223999);(21.3285,1.93893);(3.27796,7.26223);(18.9783,-1.29607);(19.7889,0.426113);(21.63,-1.59988);(19.7494,1.59861);(19.6155,-0.194906);(19.5457,0.0246435);(20.161,-2.04623);(20.7355,0.624965);(19.806,-0.454773)
31.4498;(20.4444,-0.698435);(22.0377,0.14796);(18.2567,1.4326);(19.2971,0.221435);(3.2482,-7.25013);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9586,-0.223017);(21.3327,1.96173);(3.28704,7.2838);(18.9724,-1.31677);(19.7889,0.426113);(21.6234,-1.62749);(19.7568,1.6165);(19.6155,-0.194906);(19.5457,0.0246435);(20.1538,-2.06494);(20.7295,0.664299);(19.806,-0.454773)
31.4998;(20.439,-0.717314);(22.0129,0.155186);(18.274,1.43239);(19.3008,0.222958);(3.26588,-7.24241);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.9746,-0.221461);(21.3333,1.97784);(3.29363,7.25543);(18.9714,-1.33004);(19.7889,0.426113);(21.6127,-1.64781);(19.7387,1.64664);(19.6155,-0.194906);(19.5457,0.0246435);(20.146,-2.07755);(20.7456,0.674761);(19.806,-0.454773)
31.5498;(20.4316,-0.728949);(22.0285,0.132941);(18.2943,1.42842);(19.314,0.224367);(3.23737,-7.25385);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(17.991,-0.221516);(21.3308,1.98786);(3.3048,7.24986);(18.9738,-1.33594);(19.7889,0.426113);(21.5982,-1.66146);(19.7235,1.66665);(19.6155,-0.194906);(19.5457,0.0246435);(20.1388,-2.08416);(20.7175,0.708577);(19.806,-0.454773)
