time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
1.9;(-1.17487,-2.69731);(1.53615,-1.72778);(2.12456,4.62919);(2.87961,-3.71068);(2.14559,-4.00195);(1.37736,1.26187);(3.80087,0.393119);(1.35998,1.24753);(0.277618,-3.62168);(2.6871,1.75585);(0.196235,3.91351);(1.71191,-3.23234);(0.339601,-0.477605);(0.282516,-1.78589);(1.79316,2.80864);(3.73623,-0.336489);(4.13472,-0.194469);(3.16541,-2.89729);(0.149643,2.90993);(3.11841,-3.07156);(2.87705,-2.33772);(3.72337,1.01355);(3.20926,3.29959);(1.48238,-0.172493);(0.559862,2.37684);(2.27882,-0.291018);(-0.350665,0.926223);(2.38707,-0.285477);(1.71439,3.20416);(-0.412526,-2.34255)
1.95;(-1.12841,-2.68667);(1.55435,-1.71966);(2.17225,4.64928);(2.90111,-3.70241);(2.167,-4.01364);(1.41572,1.25756);(3.86633,0.392484);(1.42141,1.24254);(0.296831,-3.61865);(2.74332,1.73235);(0.252403,3.89907);(1.7231,-3.24784);(0.39445,-0.465618);(0.330773,-1.77782);(1.8486,2.79994);(3.80518,-0.338357);(4.22212,-0.236257);(3.17469,-2.87667);(0.185003,2.89454);(3.11739,-3.02634);(2.91156,-2.3117);(3.81674,1.02438);(3.2117,3.31954);(1.58012,-0.14445);(0.564462,2.36408);(2.34642,-0.293801);(-0.299392,0.902887);(2.45239,-0.291405);(1.75738,3.1816);(-0.362093,-2.32762)
2;(-1.08086,-2.67584);(1.62244,-1.70825);(2.21845,4.66444);(2.92123,-3.69199);(2.19225,-4.02111);(1.45739,1.25313);(3.93208,0.391501);(1.48365,1.23707);(0.319999,-3.61377);(2.8019,1.71675);(0.309249,3.88357);(1.73974,-3.25937);(0.460543,-0.464145);(0.329113,-1.77264);(1.90438,2.78963);(3.87397,-0.339711);(4.3082,-0.273899);(3.18416,-2.8559);(0.222781,2.87897);(3.12681,-2.98377);(2.93159,-2.28069);(3.90775,1.03316);(3.21943,3.33484);(1.67319,-0.124622);(0.574618,2.351);(2.41455,-0.296847);(-0.256981,0.891321);(2.51826,-0.297035);(1.80245,3.15921);(-0.311859,-2.31367)
2.05;(-1.04197,-2.6781);(1.64701,-1.67221);(2.26319,4.67509);(2.94029,-3.67962);(2.22078,-4.02472);(1.50185,1.24771);(3.99908,0.389484);(1.54674,1.23103);(0.346748,-3.6072);(2.86124,1.70513);(0.36669,3.86709);(1.76127,-3.26726);(0.525431,-0.461586);(0.343939,-1.75333);(1.96014,2.77803);(3.94264,-0.340593);(4.3931,-0.307729);(3.19531,-2.84364);(0.262707,2.86321);(3.14902,-2.95264);(2.99733,-2.26995);(3.9966,1.04006);(3.22638,3.34593);(1.76252,-0.109277);(0.589815,2.33765);(2.48405,-0.298863);(-0.211429,0.880309);(2.58577,-0.30106);(1.84918,3.13693);(-0.259571,-2.29953)
2.1;(-1.00236,-2.67803);(1.69228,-1.65936);(2.30648,4.68164);(2.95846,-3.66546);(2.25204,-4.02484);(1.54892,1.24135);(4.06694,0.386636);(1.61011,1.22435);(0.37797,-3.59987);(2.92147,1.6957);(0.423644,3.84895);(1.78717,-3.27186);(0.5737,-0.437988);(0.363973,-1.73465);(2.01563,2.76538);(4.01118,-0.341043);(4.47691,-0.338055);(3.20091,-2.83029);(0.304581,2.84732);(3.14552,-2.92212);(3.01307,-2.25895);(4.0835,1.04523);(3.23453,3.35393);(1.84927,-0.0970503);(0.6096,2.32408);(2.5537,-0.300221);(-0.163359,0.869982);(2.6534,-0.304143);(1.89718,3.11475);(-0.205409,-2.28513)
2.15;(-0.961475,-2.67627);(1.72213,-1.62812);(2.34834,4.68444);(3.00662,-3.64909);(2.28549,-4.02176);(1.60019,1.23486);(4.13486,0.383657);(1.67404,1.21694);(0.412612,-3.59141);(2.95875,1.64702);(0.480228,3.82948);(1.78617,-3.27413);(0.634101,-0.428708);(0.388626,-1.71652);(2.07061,2.75182);(4.07962,-0.341115);(4.55974,-0.365157);(3.20975,-2.81603);(0.348104,2.8314);(3.15231,-2.89876);(3.0427,-2.25775);(4.16862,1.04882);(3.27538,3.39976);(1.93464,-0.0876304);(0.633538,2.31035);(2.62355,-0.301185);(-0.125051,0.871688);(2.72124,-0.306674);(1.91274,3.05453);(-0.150472,-2.27043)
2.2;(-0.919588,-2.67267);(1.76396,-1.61098);(2.37403,4.69072);(3.00481,-3.63144);(2.32062,-4.01578);(1.65794,1.21388);(4.20315,0.380432);(1.68797,1.20993);(0.398144,-3.59235);(3.04332,1.61454);(0.546672,3.85902);(1.83402,-3.26577);(0.686254,-0.409511);(0.417171,-1.69897);(2.12509,2.73711);(4.14796,-0.340868);(4.64167,-0.389296);(3.21021,-2.85106);(0.38177,2.76646);(3.16497,-2.87518);(3.07508,-2.20662);(4.25213,1.05095);(3.26625,3.44386);(2.01356,-0.0920445);(0.662389,2.30004);(2.69637,-0.309111);(-0.0841652,0.869043);(2.79274,-0.31521);(1.92908,3.01373);(-0.0943481,-2.25548)
2.25;(-0.876214,-2.66812);(1.80686,-1.59233);(2.3818,4.73487);(3.05038,-3.62974);(2.32603,-4.05);(1.7181,1.19503);(4.27773,0.372606);(1.71732,1.19948);(0.390752,-3.59105);(3.1184,1.58968);(0.604983,3.88187);(1.83323,-3.24588);(0.742071,-0.399898);(0.449387,-1.68254);(2.17887,2.72145);(4.2171,-0.34161);(4.72279,-0.410709);(3.25577,-2.86451);(0.385653,2.74169);(3.2024,-2.82995);(3.10265,-2.19182);(4.33416,1.05174);(3.28634,3.44738);(2.09128,-0.0910576);(0.721017,2.24956);(2.77278,-0.302237);(-0.0475975,0.853233);(2.86923,-0.308541);(1.96962,2.98084);(-0.0367931,-2.24074)
2.3;(-0.83213,-2.66266);(1.85104,-1.57359);(2.39398,4.77161);(3.04596,-3.62682);(2.33704,-4.07781);(1.77957,1.17715);(4.35175,0.365091);(1.78548,1.15752);(0.389782,-3.58772);(3.1941,1.5724);(0.663639,3.90013);(1.8424,-3.23008);(0.796459,-0.394336);(0.485234,-1.66698);(2.23168,2.70486);(4.2883,-0.34345);(4.80317,-0.429612);(3.25133,-2.87738);(0.394863,2.71759);(3.20145,-2.81676);(3.09257,-2.14411);(4.41485,1.0513);(3.25644,3.44942);(2.16751,-0.0906085);(0.745231,2.23536);(2.84789,-0.298453);(-0.00728595,0.838766);(2.9427,-0.303945);(2.0129,2.94896);(0.0193406,-2.22119)
2.35;(-0.793657,-2.62963);(1.84907,-1.5356);(2.41014,4.80164);(3.04357,-3.62298);(2.35304,-4.09978);(1.84232,1.15992);(4.42552,0.357815);(1.83241,1.16081);(0.401117,-3.6093);(3.26923,1.558);(0.719432,3.9187);(1.85482,-3.21413);(0.848007,-0.385291);(0.524478,-1.65214);(2.25899,2.64526);(4.35928,-0.34487);(4.88286,-0.446205);(3.25689,-2.88494);(0.408923,2.69412);(3.21001,-2.8021);(3.12834,-2.11635);(4.49433,1.04971);(3.25454,3.4929);(2.26598,-0.134942);(0.773138,2.22115);(2.92226,-0.295788);(0.036097,0.825598);(3.0154,-0.300696);(2.02607,2.87715);(0.076339,-2.20147)
2.4;(-0.753207,-2.59834);(1.89659,-1.50481);(2.42754,4.83115);(3.04701,-3.61662);(2.3734,-4.11647);(1.9058,1.10138);(4.4989,0.350784);(1.87428,1.11437);(0.417135,-3.62672);(3.34321,1.54516);(0.773499,3.93244);(1.87233,-3.19726);(0.87437,-0.333053);(0.516809,-1.65459);(2.29681,2.63454);(4.43001,-0.345863);(4.96195,-0.460672);(3.26331,-2.88944);(0.42729,2.67135);(3.21791,-2.78698);(3.11566,-2.07623);(4.57271,1.04709);(3.26278,3.52446);(2.36203,-0.160525);(0.804752,2.20718);(2.99611,-0.293736);(0.0802982,0.814502);(3.08753,-0.298192);(2.04091,2.85532);(0.134428,-2.18213)
2.45;(-0.749078,-2.59804);(1.90036,-1.44981);(2.44802,4.85462);(3.05566,-3.60793);(2.39744,-4.12834);(1.97671,1.05739);(4.57184,0.343999);(1.91925,1.0771);(0.437395,-3.64036);(3.41606,1.53334);(0.826807,3.9421);(1.89207,-3.18035);(0.933864,-0.318261);(0.550579,-1.62906);(2.33627,2.62251);(4.50049,-0.346433);(5.04047,-0.473182);(3.26813,-2.89114);(0.448392,2.65043);(3.22809,-2.77062);(3.14533,-2.06272);(4.65007,1.04349);(3.26566,3.5504);(2.45601,-0.183597);(0.82773,2.18966);(3.06958,-0.292091);(0.0911657,0.840673);(3.15923,-0.296184);(2.07356,2.84042);(0.191677,-2.16459)
2.5;(-0.73976,-2.59643);(1.93276,-1.4358);(2.47103,4.87267);(3.06726,-3.59907);(2.42448,-4.13582);(2.04847,1.01751);(4.64437,0.337439);(1.98292,1.05574);(0.461495,-3.65056);(3.4878,1.52227);(0.878868,3.94815);(1.90247,-3.16101);(0.958489,-0.267636);(0.587891,-1.60488);(2.37685,2.60936);(4.57077,-0.346615);(5.11847,-0.483889);(3.28617,-2.89073);(0.477697,2.6368);(3.23303,-2.75345);(3.12607,-2.03884);(4.72652,1.03902);(3.27507,3.57112);(2.54813,-0.204365);(0.854303,2.17299);(3.14272,-0.29072);(0.103623,0.857104);(3.2306,-0.294529);(2.1089,2.8246);(0.249266,-2.14683)
2.55;(-0.725736,-2.59361);(1.92351,-1.39411);(2.49601,4.88576);(3.0799,-3.58811);(2.45387,-4.1393);(2.12057,0.980426);(4.71768,0.331936);(2.04719,1.0355);(0.489069,-3.65762);(3.55846,1.51177);(0.93028,3.95089);(1.9192,-3.1474);(0.98714,-0.226475);(0.626892,-1.58116);(2.41799,2.59503);(4.63972,-0.347267);(5.19601,-0.492934);(3.25423,-2.88895);(0.509431,2.62411);(3.24498,-2.73559);(3.14978,-2.04053);(4.80214,1.03373);(3.27196,3.58711);(2.59783,-0.251619);(0.884117,2.16029);(3.258,-0.262432);(0.122197,0.871385);(3.3017,-0.293141);(2.14646,2.80796);(0.302211,-2.12446)
2.6;(-0.707556,-2.58967);(1.96211,-1.3379);(2.52247,4.89436);(3.09351,-3.57715);(2.48496,-4.13914);(2.19298,0.945908);(4.8272,0.33429);(2.11202,1.01629);(0.51978,-3.66183);(3.62802,1.50135);(0.979679,3.9509);(1.88655,-3.14163);(1.01929,-0.192405);(0.618652,-1.57383);(2.4592,2.57964);(4.75526,-0.366079);(5.27312,-0.50045);(3.27149,-2.8783);(0.543535,2.61192);(3.22658,-2.73867);(3.15747,-2.03249);(4.88198,1.03183);(3.27767,3.59852);(2.6492,-0.27845);(0.916934,2.15001);(3.32381,-0.22682);(0.146141,0.884079);(3.37258,-0.29195);(2.18576,2.79059);(0.35682,-2.10226)
2.65;(-0.686632,-2.58406);(1.96363,-1.31523);(2.54986,4.89889);(3.1052,-3.56429);(2.51716,-4.13567);(2.27141,0.937605);(4.93294,0.336016);(2.18246,1.00279);(0.511182,-3.69694);(3.70098,1.50204);(1.02818,3.94838);(1.89519,-3.10764);(1.0545,-0.163836);(0.617784,-1.56607);(2.50031,2.56364);(4.82235,-0.372563);(5.39869,-0.520285);(3.23877,-2.86654);(0.579248,2.60068);(3.21635,-2.73749);(3.17137,-2.0238);(4.96067,1.02885);(3.28428,3.60584);(2.73874,-0.272981);(0.953232,2.14032);(3.38579,-0.205326);(0.175127,0.894946);(3.4433,-0.290959);(2.22646,2.77288);(0.412432,-2.08022)
2.7;(-0.662315,-2.5776);(1.98098,-1.28122);(2.57785,4.8997);(3.11654,-3.54976);(2.54995,-4.12919);(2.3387,0.937268);(5.03523,0.337161);(2.24643,0.991315);(0.509087,-3.72656);(3.7674,1.45317);(1.07587,3.94358);(1.85388,-3.07593);(1.09238,-0.13973);(0.623555,-1.55759);(2.54059,2.54673);(4.88946,-0.378006);(5.51938,-0.53752);(3.25596,-2.8518);(0.618427,2.59064);(3.25003,-2.74302);(3.1787,-2.00882);(5.03835,1.02489);(3.28822,3.60938);(2.81509,-0.262492);(0.992078,2.13154);(3.46548,-0.194772);(0.207304,0.902777);(3.52614,-0.295553);(2.26805,2.75455);(0.453268,-2.0624)
2.75;(-0.637768,-2.57067);(2.00772,-1.26);(2.60607,4.89711);(3.12747,-3.53368);(2.58208,-4.12063);(2.40674,0.936108);(5.13441,0.337769);(2.31099,0.980073);(0.512886,-3.75118);(3.84392,1.45327);(1.12238,3.93684);(1.84477,-3.08247);(1.12805,-0.109195);(0.63221,-1.49919);(2.57972,2.52899);(4.96864,-0.383724);(5.63564,-0.552351);(3.22332,-2.83606);(0.663021,2.58213);(3.23371,-2.74765);(3.19194,-1.99344);(5.11507,1.02);(3.29691,3.60934);(2.88399,-0.258661);(1.0334,2.12344);(3.53937,-0.217332);(0.239891,0.907675);(3.59615,-0.310381);(2.31011,2.73562);(0.491021,-2.09449)
2.8;(-0.610184,-2.56308);(2.03833,-1.23988);(2.63422,4.89144);(3.13797,-3.51619);(2.61419,-4.10951);(2.47486,0.935139);(5.23075,0.337879);(2.37178,0.973016);(0.52203,-3.77126);(3.91874,1.45208);(1.16832,3.92831);(1.86057,-3.1023);(1.16589,-0.0839083);(0.646018,-1.44769);(2.61749,2.51049);(5.04672,-0.388438);(5.74786,-0.564957);(3.20262,-2.81739);(0.709092,2.57519);(3.22703,-2.74866);(3.21014,-1.97767);(5.19091,1.01427);(3.2904,3.60613);(2.95825,-0.259855);(1.07683,2.11459);(3.61306,-0.23758);(0.277338,0.913994);(3.66614,-0.323522);(2.35228,2.71615);(0.509396,-2.10844)
2.85;(-0.632056,-2.56284);(2.07246,-1.22077);(2.66204,4.88297);(3.14808,-3.49743);(2.6459,-4.09607);(2.54367,0.933391);(5.32452,0.337529);(2.43344,0.965782);(0.536018,-3.78722);(3.99202,1.44972);(1.21126,3.91892);(1.88137,-3.11782);(1.21561,-0.0677466);(0.664309,-1.40192);(2.65375,2.49132);(5.1238,-0.392227);(5.85642,-0.575502);(3.18963,-2.79804);(0.756446,2.56776);(3.22726,-2.74705);(3.23286,-1.96156);(5.26597,1.00775);(3.29459,3.59929);(3.03246,-0.260686);(1.12215,2.10626);(3.68657,-0.255706);(0.309385,0.925757);(3.73612,-0.335116);(2.39425,2.6962);(0.577014,-2.11372)
2.9;(-0.646318,-2.56128);(2.10983,-1.20615);(2.68931,4.87195);(3.15877,-3.47832);(2.67699,-4.08101);(2.61309,0.93093);(5.41596,0.336753);(2.4959,0.958388);(0.554395,-3.79942);(4.06389,1.44628);(1.25343,3.90838);(1.90661,-3.1294);(1.26613,-0.0507367);(0.687321,-1.36045);(2.68984,2.47151);(5.19998,-0.395229);(5.96165,-0.584136);(3.18701,-2.77885);(0.80484,2.55958);(3.23544,-2.74407);(3.21658,-1.91414);(5.34028,1.00058);(3.3027,3.58949);(3.10663,-0.261185);(1.1677,2.09808);(3.75991,-0.271884);(0.345882,0.936753);(3.80607,-0.345292);(2.43591,2.67601);(0.638364,-2.11409)
2.95;(-0.653686,-2.55852);(2.10534,-1.1642);(2.71614,4.85923);(3.21883,-3.45133);(2.74862,-4.09519);(2.68307,0.927817);(5.50528,0.335583);(2.55908,0.950847);(0.576747,-3.80821);(4.1345,1.44185);(1.29515,3.89616);(1.88288,-3.13089);(1.31736,-0.0337408);(0.713825,-1.32248);(2.72531,2.45103);(5.27535,-0.397753);(6.06386,-0.590999);(3.19268,-2.7596);(0.853875,2.55003);(3.24124,-2.72369);(3.24221,-1.89399);(5.41393,0.993047);(3.29728,3.57776);(3.18075,-0.26138);(1.21315,2.09022);(3.83311,-0.286275);(0.386352,0.947144);(3.87601,-0.354165);(2.47702,2.6557);(0.69622,-2.11075)
3;(-0.654799,-2.55469);(2.13065,-1.16239);(2.74234,4.845);(3.22889,-3.42431);(2.7865,-4.10468);(2.75357,0.924128);(5.59268,0.334047);(2.62291,0.943202);(0.581236,-3.84119);(4.20395,1.43651);(1.33369,3.88329);(1.88931,-3.10244);(1.35083,0.0299948);(0.70706,-1.29592);(2.75993,2.42979);(5.34995,-0.400085);(6.16332,-0.596218);(3.20515,-2.74018);(0.901038,2.54268);(3.25421,-2.7029);(3.2716,-1.87414);(5.48698,0.985431);(3.30325,3.56433);(3.25484,-0.261308);(1.26012,2.07852);(3.90617,-0.299026);(0.430384,0.957862);(3.94592,-0.361843);(2.51729,2.63535);(0.751937,-2.10565)
3.05;(-0.650236,-2.54987);(2.1612,-1.15246);(2.76806,4.82927);(3.23201,-3.39995);(2.81685,-4.10987);(2.82453,0.91989);(5.67834,0.332172);(2.68733,0.935433);(0.590981,-3.86878);(4.27236,1.43038);(1.37186,3.87134);(1.93075,-3.10969);(1.42371,0.0629546);(0.707557,-1.2709);(2.7934,2.40776);(5.42386,-0.402356);(6.26027,-0.599912);(3.21001,-2.71946);(0.94955,2.5373);(3.24543,-2.68275);(3.3045,-1.85456);(5.55951,0.977852);(3.3072,3.5494);(3.32888,-0.261014);(1.31384,2.08299);(3.9791,-0.31027);(0.430868,0.99315);(4.01583,-0.368424);(2.55956,2.61535);(0.771867,-2.06563)
3.1;(-0.640523,-2.54416);(2.19517,-1.14256);(2.79304,4.81222);(3.28508,-3.37745);(2.84491,-4.11474);(2.89588,0.915145);(5.76241,0.329983);(2.7523,0.92755);(0.605489,-3.89147);(4.33985,1.42354);(1.40878,3.86085);(1.92238,-3.11256);(1.49444,0.0893811);(0.714647,-1.24728);(2.83636,2.38024);(5.49712,-0.404602);(6.35495,-0.602189);(3.22022,-2.69817);(0.998445,2.52766);(3.24358,-2.66202);(3.30127,-1.8004);(5.63156,0.970338);(3.31675,3.53422);(3.40287,-0.26055);(1.33244,2.08998);(4.05192,-0.32013);(0.438566,1.02442);(4.08571,-0.373998);(2.62094,2.59658);(0.796713,-2.0278)
3.15;(-0.626137,-2.53765);(2.18399,-1.1112);(2.81747,4.79406);(3.28816,-3.35491);(2.86955,-4.11572);(2.96697,0.910321);(5.84504,0.327503);(2.81796,0.91906);(0.624311,-3.90972);(4.4066,1.41613);(1.44558,3.84889);(1.92129,-3.11266);(1.56261,0.111219);(0.727721,-1.22496);(2.86609,2.35287);(5.56979,-0.406832);(6.44757,-0.603149);(3.2237,-2.67858);(1.02122,2.56065);(3.24802,-2.64081);(3.34333,-1.76742);(5.70319,0.962891);(3.33562,3.56816);(3.47734,-0.260379);(1.3772,2.05436);(4.12463,-0.328721);(0.452808,1.05201);(4.15558,-0.378648);(2.66852,2.52975);(0.826015,-1.99201)
3.2;(-0.607508,-2.53041);(2.2017,-1.06653);(2.81764,4.81962);(3.29662,-3.33179);(2.89212,-4.11316);(3.05809,0.87953);(5.92637,0.324752);(2.89754,0.877676);(0.647036,-3.92391);(4.47272,1.40823);(1.51206,3.87717);(1.92681,-3.11024);(1.63315,0.118143);(0.733144,-1.20796);(2.90264,2.32998);(5.6419,-0.40905);(6.53829,-0.602883);(3.23249,-2.65843);(1.0182,2.5508);(3.25818,-2.61916);(3.38753,-1.73721);(5.77444,0.955507);(3.32556,3.56131);(3.5517,-0.260106);(1.4151,2.02593);(4.19725,-0.336145);(0.472982,1.07625);(4.22544,-0.382449);(2.6969,2.5091);(0.850987,-1.96925)
3.25;(-0.585031,-2.52251);(2.23304,-1.06997);(2.83848,4.87304);(3.28945,-3.30815);(2.91326,-4.10738);(3.12911,0.894523);(6.00651,0.321749);(2.94635,0.875712);(0.673288,-3.93443);(4.53814,1.3999);(1.56132,3.86652);(1.93832,-3.10553);(1.69038,0.173266);(0.744737,-1.1917);(2.92565,2.30651);(5.71349,-0.411257);(6.62731,-0.601478);(3.23692,-2.63783);(1.02578,2.56219);(3.2559,-2.59726);(3.43308,-1.7119);(5.84536,0.948182);(3.32217,3.55217);(3.64927,-0.304123);(1.45529,2.00012);(4.27507,-0.347541);(0.49376,1.07544);(4.30698,-0.390851);(2.72515,2.48749);(0.880438,-1.94708)
3.3;(-0.55906,-2.51402);(2.26466,-1.06172);(2.85903,4.91783);(3.31041,-3.28021);(2.93326,-4.09868);(3.20054,0.907219);(6.08558,0.318514);(2.99707,0.873396);(0.702723,-3.94159);(4.60286,1.39097);(1.59716,3.85878);(1.93345,-3.10246);(1.75298,0.188824);(0.761764,-1.17628);(2.9617,2.28928);(5.78736,-0.412739);(6.71476,-0.59901);(3.24819,-2.62145);(1.03836,2.5709);(3.26221,-2.58178);(3.48075,-1.68758);(5.91599,0.940912);(3.33856,3.53668);(3.74463,-0.343738);(1.4788,1.99616);(4.35231,-0.35748);(0.519973,1.07412);(4.38468,-0.39875);(2.75768,2.4712);(0.913376,-1.92487)
3.35;(-0.52992,-2.50498);(2.29959,-1.05316);(2.87905,4.95484);(3.28138,-3.25228);(2.95229,-4.08733);(3.27233,0.917809);(6.16368,0.315061);(3.06061,0.87379);(0.735028,-3.94569);(4.66695,1.38148);(1.63431,3.85013);(1.93553,-3.09718);(1.80428,0.197411);(0.783739,-1.16164);(2.97993,2.27261);(5.86068,-0.414731);(6.8008,-0.595554);(3.24458,-2.60439);(1.05547,2.57717);(3.26781,-2.56537);(3.53034,-1.66426);(5.98619,0.934143);(3.30497,3.52043);(3.83799,-0.37931);(1.50634,1.99143);(4.42904,-0.366078);(0.550775,1.07197);(4.46164,-0.405459);(2.78712,2.45544);(0.950089,-1.9033)
3.4;(-0.498441,-2.49524);(2.33766,-1.04456);(2.89856,4.9848);(3.30214,-3.21979);(2.97045,-4.07357);(3.34445,0.926466);(6.24088,0.311408);(3.12495,0.87358);(0.769916,-3.94702);(4.73048,1.37148);(1.64068,3.8544);(1.88779,-3.09603);(1.85707,0.202977);(0.810213,-1.14772);(2.99662,2.24943);(5.93352,-0.416692);(6.88554,-0.591175);(3.24766,-2.58806);(1.0744,2.58035);(3.27904,-2.54813);(3.58142,-1.64173);(6.05601,0.927333);(3.31525,3.48878);(3.92952,-0.411168);(1.53539,1.98736);(4.5053,-0.373445);(0.585631,1.06893);(4.53792,-0.411075);(2.8145,2.43959);(0.989548,-1.88099)
3.45;(-0.467536,-2.48095);(2.37855,-1.03534);(2.91725,5.00851);(3.2729,-3.18763);(2.98782,-4.05763);(3.41687,0.933351);(6.31728,0.307567);(3.18999,0.872812);(0.780328,-3.99195);(4.79348,1.36102);(1.65235,3.85555);(1.86793,-3.05338);(1.91107,0.205947);(0.840727,-1.13447);(3.01835,2.2174);(6.00591,-0.418689);(6.96911,-0.585936);(3.25612,-2.57105);(1.09725,2.58158);(3.26594,-2.53029);(3.60721,-1.57607);(6.12547,0.920552);(3.3382,3.50549);(4.01939,-0.439615);(1.56724,1.98276);(4.58112,-0.379678);(0.622649,1.06582);(4.6136,-0.415685);(2.82316,2.37737);(1.03216,-1.85949)
3.5;(-0.437172,-2.46723);(2.42738,-1.03553);(2.93516,5.02655);(3.2526,-3.16181);(3.00448,-4.03978);(3.48955,0.93861);(6.39296,0.303551);(3.25806,0.87539);(0.795396,-4.03022);(4.856,1.35012);(1.66884,3.85387);(1.8644,-3.05798);(1.96145,0.206937);(0.874264,-1.12193);(3.04468,2.18949);(6.07799,-0.420679);(7.0516,-0.579893);(3.25879,-2.55614);(1.12364,2.58105);(3.26205,-2.51429);(3.59832,-1.54643);(6.19463,0.913807);(3.31116,3.52156);(4.14413,-0.432234);(1.60251,1.97788);(4.65656,-0.38487);(0.662956,1.06157);(4.68861,-0.419421);(2.83322,2.32874);(1.06581,-1.7888)
3.55;(-0.404399,-2.45347);(2.43008,-1.01644);(2.95234,5.03944);(3.24015,-3.13572);(3.0204,-4.02017);(3.55691,0.943544);(6.47006,0.300354);(3.32634,0.876885);(0.814679,-4.06244);(4.92366,1.33765);(1.6715,3.85097);(1.86773,-3.05971);(2.01239,0.205734);(0.876707,-1.07024);(3.07602,2.16338);(6.15846,-0.424026);(7.1336,-0.573204);(3.26693,-2.54056);(1.15314,2.57916);(3.2647,-2.49758);(3.63555,-1.5361);(6.26444,0.909393);(3.31035,3.53192);(4.21904,-0.428818);(1.58784,1.9756);(4.78183,-0.385936);(0.705936,1.05882);(4.81361,-0.423935);(2.89329,2.2801);(1.13011,-1.75762)
3.6;(-0.369363,-2.43969);(2.45857,-1.04018);(2.96883,5.04763);(3.23478,-3.10936);(3.03561,-3.99894);(3.65826,0.918264);(6.51865,0.33823);(3.4205,0.835598);(0.837778,-4.08919);(4.99065,1.32564);(1.67987,3.84566);(1.87727,-3.05883);(2.07034,0.254037);(0.885467,-1.0233);(3.07051,2.11585);(6.28891,-0.42816);(7.25674,-0.59492);(3.26796,-2.52428);(1.18551,2.57579);(3.27333,-2.48012);(3.67557,-1.52568);(6.33399,0.903877);(3.31525,3.53835);(4.29357,-0.425916);(1.59423,2.01867);(4.85709,-0.386829);(0.73015,1.00972);(4.88868,-0.430942);(2.90494,2.24395);(1.15691,-1.75951)
3.65;(-0.33274,-2.42629);(2.47106,-1.02152);(2.98465,5.05154);(3.22005,-3.12896);(3.05031,-3.97685);(3.71528,0.911671);(6.57973,0.327692);(3.47855,0.828907);(0.864307,-4.11095);(5.08379,1.3358);(1.69468,3.84859);(1.89248,-3.05573);(2.11346,0.256976);(0.899769,-1.0029);(3.08248,2.09526);(6.4135,-0.431196);(7.37512,-0.613187);(3.30093,-2.4839);(1.18267,2.60791);(3.28268,-2.47873);(3.71814,-1.51471);(6.39106,0.946778);(3.31732,3.5412);(4.3926,-0.466594);(1.63412,2.02462);(4.94226,-0.394278);(0.759172,0.988494);(4.969,-0.441474);(2.92649,2.22469);(1.18621,-1.76026)
3.7;(-0.294016,-2.41291);(2.47899,-1.04566);(2.99985,5.05156);(3.25339,-3.1623);(3.06362,-3.96139);(3.77399,0.904678);(6.64411,0.319866);(3.53774,0.822008);(0.893925,-4.12818);(5.12709,1.35);(1.71302,3.84883);(1.86276,-3.03069);(2.16909,0.297584);(0.918434,-0.987977);(3.12206,2.06565);(6.53275,-0.433205);(7.48915,-0.628219);(3.31023,-2.48755);(1.18577,2.63537);(3.27805,-2.46739);(3.78276,-1.45885);(6.49752,0.981965);(3.32494,3.5405);(4.48928,-0.502939);(1.62647,2.04605);(5.0243,-0.401972);(0.792963,0.973327);(5.04759,-0.451358);(2.99173,2.19651);(1.21918,-1.75934)
3.75;(-0.259305,-2.3969);(2.51362,-1.04112);(3.01445,5.04806);(3.23674,-3.19423);(3.07647,-3.95173);(3.8389,0.894624);(6.70978,0.313623);(3.60085,0.809149);(0.926319,-4.14128);(5.17189,1.36182);(1.7349,3.84655);(1.83756,-3.05544);(2.21599,0.324063);(0.94107,-0.975927);(3.12015,2.00814);(6.64716,-0.434253);(7.5992,-0.640211);(3.29571,-2.48222);(1.19426,2.65859);(3.29034,-2.46711);(3.80443,-1.42861);(6.60026,1.01218);(3.31171,3.53664);(4.62905,-0.513927);(1.62551,2.06403);(5.10465,-0.409151);(0.831875,0.961103);(5.12514,-0.460469);(3.00738,2.17471);(1.23844,-1.71033)
3.8;(-0.222451,-2.38112);(2.52665,-1.04264);(3.02849,5.0414);(3.2291,-3.21972);(3.08909,-3.94077);(3.90477,0.884489);(6.77916,0.316229);(3.66463,0.796657);(0.944457,-4.20232);(5.21788,1.37104);(1.74812,3.84619);(1.83056,-3.03363);(2.24714,0.309327);(0.966129,-0.965953);(3.15043,1.97727);(6.75818,-0.43375);(7.7058,-0.649377);(3.28835,-2.47566);(1.20764,2.67794);(3.26561,-2.46336);(3.85514,-1.3932);(6.69959,1.03777);(3.31818,3.52591);(4.75841,-0.532266);(1.63011,2.07875);(5.18381,-0.415586);(0.867127,0.960521);(5.20195,-0.468128);(3.03014,2.16082);(1.26258,-1.66658)
